"Administrative","Informational","ProductRelated","BounceRates","ExitRates","PageValues","SpecialDay","Month","OperatingSystems","Browser","Region","TrafficType","VisitorType","Weekend","Revenue","TotalDuration","TimeThreshold","CensorTime","Censor"
0,0,2,0,0.1,0,0,"Feb",1,1,6,3,"Returning_Visitor",FALSE,FALSE,35,1789.74290015642,35,0
0,0,3,0,0.066666667,0,0,"Feb",1,2,6,6,"Returning_Visitor",TRUE,FALSE,78,1183.71338041732,78,0
0,0,8,0,0.025,0,0,"Feb",2,2,1,1,"Returning_Visitor",FALSE,FALSE,209.5,1278.26953802025,209.5,0
0,0,10,0.04,0.08,0,0,"Feb",1,1,3,1,"Returning_Visitor",FALSE,FALSE,183.6666667,983.878184233326,183.6666667,0
0,0,14,0.014285714,0.028571429,0,0,"Feb",2,2,1,1,"Returning_Visitor",FALSE,FALSE,380.5,1073.51421660045,380.5,0
0,0,52,0.015384615,0.020352564,0,0,"Feb",2,2,7,1,"Returning_Visitor",FALSE,FALSE,2086.242857,527.595929757226,527.595929757226,1
0,0,8,0.025,0.05625,0,0,"Feb",3,2,1,4,"Returning_Visitor",TRUE,FALSE,388,273.333428688347,273.333428688347,1
2,0,5,0,0.028571429,0,0.8,"Feb",2,2,8,4,"Returning_Visitor",FALSE,FALSE,316,1733.81337624043,316,0
0,0,7,0.028571429,0.071428571,0,0.6,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE,63,1625.11529076379,63,0
0,0,9,0,0.022222222,0,0,"Feb",2,5,1,6,"Returning_Visitor",FALSE,FALSE,482,1246.3624483766,482,0
1,0,46,0,0.001794872,0,0,"Feb",2,2,8,4,"Returning_Visitor",FALSE,FALSE,4093.393939,1433.88667766005,1433.88667766005,1
0,0,3,0,0.066666667,0,0.6,"Feb",1,1,3,2,"Returning_Visitor",FALSE,FALSE,22,54.0584952710196,22,0
0,0,15,0,0.006666667,0,0,"Feb",1,1,4,4,"Returning_Visitor",FALSE,FALSE,310.1666667,865.254788254388,310.1666667,0
0,0,2,0,0.05,0,0.4,"Feb",3,2,2,3,"Returning_Visitor",FALSE,FALSE,34,1367.64257216593,34,0
0,0,4,0,0.05,0,0,"Feb",4,1,1,3,"Returning_Visitor",FALSE,FALSE,88,397.37020514207,88,0
0,0,22,0.003030303,0.006060606,0,0.2,"Feb",2,5,1,4,"Returning_Visitor",FALSE,FALSE,622.25,579.544003666379,579.544003666379,1
0,0,14,0.017142857,0.057142857,0,0,"Feb",1,1,1,2,"Returning_Visitor",FALSE,FALSE,222.4,424.610155781265,222.4,0
0,0,3,0.066666667,0.133333333,0,0.2,"Feb",3,2,1,3,"Returning_Visitor",FALSE,FALSE,80,265.612040064298,80,0
0,0,11,0,0.003636364,0,0,"Feb",3,2,1,3,"Returning_Visitor",FALSE,FALSE,800.8333333,752.037941107992,752.037941107992,1
0,0,12,0.011111111,0.026111111,0,0.2,"Feb",3,2,1,3,"Returning_Visitor",FALSE,FALSE,265.1666667,750.566544069443,265.1666667,0
0,0,2,0,0.1,0,1,"Feb",2,4,4,2,"Returning_Visitor",TRUE,FALSE,29,670.23335715523,29,0
0,0,4,0,0.075,0,0,"Feb",4,2,2,3,"Returning_Visitor",FALSE,FALSE,160,282.876098458655,160,0
0,0,4,0.05,0.025,0,0.4,"Feb",3,3,1,4,"Returning_Visitor",FALSE,FALSE,135.6666667,258.462853573728,135.6666667,0
4,2,36,0,0.014736467,19.44707913,0.2,"Feb",2,2,4,1,"Returning_Visitor",FALSE,FALSE,1174.7416667,427.131038019434,427.131038019434,1
0,0,4,0,0.05,0,0.4,"Feb",2,6,6,3,"Returning_Visitor",FALSE,FALSE,104,844.072785952594,104,0
2,0,16,0.011764706,0.046568627,0,0.6,"Feb",2,4,2,1,"Returning_Visitor",FALSE,FALSE,397.6865079,486.091026253998,397.6865079,0
0,0,6,0,0.016666667,0,0.4,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE,169,1545.51161046373,169,0
0,0,8,0.05,0.120833333,0,0,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,400.8,92.0377883454785,92.0377883454785,1
12,0,42,0.009,0.019666667,38.30849268,0,"Feb",1,1,3,2,"Returning_Visitor",FALSE,FALSE,1832.9999997,801.538132827263,801.538132827263,1
0,0,14,0,0.007142857,0,0,"Feb",2,2,5,4,"Returning_Visitor",TRUE,FALSE,706.5,1440.07547370158,706.5,0
3,0,27,0,0.012643678,22.9160357,0.8,"Feb",2,2,3,1,"Returning_Visitor",FALSE,TRUE,886.16666663,228.199675355572,228.199675355572,1
4,0,90,0.002150538,0.015013034,0,0,"Feb",4,1,1,3,"Returning_Visitor",FALSE,FALSE,6995.972222,1014.09689092776,1014.09689092776,1
0,0,18,0,0.007407407,0,0,"Feb",2,7,2,4,"Returning_Visitor",FALSE,FALSE,902,379.691187413409,379.691187413409,1
0,0,20,0.025,0.0525,0,0,"Feb",2,6,6,1,"Returning_Visitor",FALSE,FALSE,197.3777778,238.281653935555,197.3777778,0
0,0,2,0,0.1,0,0.4,"Feb",2,2,3,3,"Returning_Visitor",FALSE,FALSE,43,1358.42107710196,43,0
0,0,8,0,0.0125,0,0,"Feb",2,4,3,2,"Returning_Visitor",FALSE,FALSE,426.6666667,1612.13119288441,426.6666667,0
0,0,3,0,0.066666667,0,0,"Feb",2,4,3,3,"Returning_Visitor",FALSE,FALSE,135,680.288368836045,135,0
0,0,16,0,0.025,0,0,"Feb",2,4,1,1,"Returning_Visitor",FALSE,FALSE,588.3333333,1200.55619838415,588.3333333,0
10,0,36,0.004347826,0.014492754,11.43941195,0,"Feb",2,6,1,2,"Returning_Visitor",FALSE,TRUE,3117.008334,179.764783054125,179.764783054125,1
0,0,2,0,0.05,0,0.6,"Feb",3,2,3,3,"Returning_Visitor",FALSE,FALSE,76,697.30565165868,76,0
0,0,7,0,0.028571429,0,0,"Feb",4,1,1,5,"Returning_Visitor",TRUE,FALSE,208,501.146723786369,208,0
0,0,4,0,0.016666667,0,0.8,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,270,1468.20566959446,270,0
0,0,6,0,0.02,0,0,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE,39.5,812.844251091592,39.5,0
0,0,12,0.016666667,0.058333333,0,0,"Feb",3,2,4,1,"Returning_Visitor",FALSE,FALSE,375,1460.01519195735,375,0
0,0,7,0.057142857,0.085714286,0,0,"Feb",2,2,2,1,"Returning_Visitor",FALSE,FALSE,150,1464.17722204002,150,0
0,0,3,0,0.066666667,0,0,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,138,1431.87275478849,138,0
0,0,7,0.028571429,0.023809524,0,0.4,"Feb",4,1,3,3,"Returning_Visitor",FALSE,FALSE,337.5,797.298720809631,337.5,0
0,0,19,0,0.007894737,0,0,"Feb",1,1,4,2,"Returning_Visitor",FALSE,FALSE,620.0333333,1360.51053396426,620.0333333,0
2,0,15,0,0.011764706,0,0.4,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,204.8461538,1136.30582549144,204.8461538,0
0,0,2,0,0.1,0,0,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,52,1281.22649841942,52,0
0,0,13,0,0.015384615,0,0,"Feb",2,2,1,5,"New_Visitor",FALSE,FALSE,649.25,11.1183442524634,11.1183442524634,1
0,0,27,0.003703704,0.025925926,0,0.6,"Feb",4,1,3,3,"Returning_Visitor",FALSE,FALSE,925.3333333,860.816667636391,860.816667636391,1
0,0,2,0,0.1,0,0.2,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,33,404.012804438826,33,0
0,0,6,0.05,0.066666667,0,0.2,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,1566.5,689.871602524072,689.871602524072,1
0,0,4,0,0.025,0,0.6,"Feb",1,1,1,4,"Returning_Visitor",FALSE,FALSE,105,1106.8600958609,105,0
0,1,7,0.038095238,0.080952381,0,0.6,"Feb",2,4,1,7,"Returning_Visitor",FALSE,FALSE,50,639.718257545028,50,0
0,0,16,0.004166667,0.031666667,0,0,"Feb",3,2,3,4,"Returning_Visitor",FALSE,FALSE,644.2,208.932409582194,208.932409582194,1
3,0,38,0,0.008947368,0,0.4,"Feb",2,4,1,2,"Returning_Visitor",FALSE,FALSE,2653.51111133,446.078856168315,446.078856168315,1
4,0,19,0,0.026984127,17.53595893,1,"Feb",1,1,7,4,"Returning_Visitor",TRUE,TRUE,668,1205.81950153224,668,0
0,0,6,0,0.033333333,0,0.4,"Feb",1,1,3,2,"Returning_Visitor",FALSE,FALSE,415,757.587735624984,415,0
2,1,36,0,0.01351025,0,0.8,"Feb",2,2,4,3,"Returning_Visitor",FALSE,FALSE,2130.530952,1420.87054291274,1420.87054291274,1
3,0,17,0.007058824,0.017647059,0,0,"Feb",1,1,3,4,"Returning_Visitor",FALSE,FALSE,340.1666667,194.12771322066,194.12771322066,1
0,0,2,0.15,0.15,0,0,"Feb",1,1,7,2,"Returning_Visitor",FALSE,FALSE,27,788.458007280715,27,0
0,1,9,0.044444444,0.074074074,0,0.8,"Feb",4,1,1,3,"Returning_Visitor",FALSE,FALSE,215,1773.07299417211,215,0
0,0,12,0.05,0.066666667,0,0,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,162,1608.56149477419,162,0
0,0,2,0.05,0.066666667,0,0.8,"Feb",3,3,1,3,"Returning_Visitor",FALSE,FALSE,114,1596.7796188104,114,0
6,4,128,0.000854701,0.01791847,0,0,"Feb",2,5,1,3,"Returning_Visitor",FALSE,FALSE,5482.463753,323.344243988395,323.344243988395,1
0,0,4,0,0.016666667,0,0.6,"Feb",2,2,3,3,"Returning_Visitor",FALSE,FALSE,253,243.945287901442,243.945287901442,1
2,0,25,0.008,0.024,0,0.2,"Feb",2,4,1,1,"Returning_Visitor",FALSE,FALSE,458.5,1179.052445821,458.5,0
0,1,30,0.012903226,0.035483871,0,0.2,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,1138.833333,624.894485347904,624.894485347904,1
0,0,12,0,0.005555556,0,0,"Feb",1,1,1,4,"Returning_Visitor",TRUE,FALSE,317.8333333,1185.59704906074,317.8333333,0
0,0,21,0,0.012962963,0,0.8,"Feb",3,2,1,3,"Returning_Visitor",FALSE,FALSE,1146.333333,583.468104053754,583.468104053754,1
0,0,11,0.018181818,0.027272727,0,0.2,"Feb",2,2,3,1,"Returning_Visitor",FALSE,FALSE,577,345.967103487346,345.967103487346,1
0,0,8,0,0.075,0,0,"Feb",4,1,3,3,"Returning_Visitor",FALSE,FALSE,95,1410.30679935589,95,0
0,0,6,0,0.111111111,0,0,"Feb",2,4,9,3,"Returning_Visitor",FALSE,FALSE,301.5,177.535026215483,177.535026215483,1
0,0,6,0,0.033333333,0,0,"Feb",2,4,4,1,"Returning_Visitor",FALSE,FALSE,243,845.534484409727,243,0
0,0,4,0,0.05,0,0.6,"Feb",2,2,1,2,"Returning_Visitor",FALSE,FALSE,135.5,925.594773222692,135.5,0
0,2,14,0,0.034375,0,0.8,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE,517.3333333,1083.98023708258,517.3333333,0
0,0,3,0,0.066666667,0,0,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE,41,605.754137167241,41,0
0,0,11,0.028,0.11952381,0,0,"Feb",2,4,3,1,"Returning_Visitor",FALSE,FALSE,292.9,884.6173302643,292.9,0
0,0,9,0,0.040740741,0,0.4,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE,1238.333333,1718.50815122481,1238.333333,0
0,0,10,0,0.05,0,0.4,"Feb",1,1,8,3,"Returning_Visitor",FALSE,FALSE,225.4666667,874.395290932152,225.4666667,0
4,0,51,0,0.00754717,0,0.6,"Feb",2,2,9,3,"Returning_Visitor",FALSE,FALSE,2335.216667,1603.72689759824,1603.72689759824,1
0,0,3,0.133333333,0.166666667,0,0,"Feb",2,4,1,1,"Returning_Visitor",FALSE,FALSE,13,1646.84435457224,13,0
0,0,2,0,0.1,0,0,"Feb",2,6,1,2,"Returning_Visitor",TRUE,FALSE,222,1099.63561835466,222,0
2,0,16,0,0.022222222,0,0,"Feb",2,2,1,6,"Returning_Visitor",FALSE,FALSE,234.8333333,745.134699989576,234.8333333,0
0,0,6,0,0.011111111,0,0.8,"Feb",2,2,4,3,"Returning_Visitor",FALSE,FALSE,2017.166667,273.299496781547,273.299496781547,1
6,0,26,0,0.018518519,0,0.6,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE,560.5277778,1684.18664785335,560.5277778,0
0,0,6,0,0.033333333,0,0,"Feb",3,2,4,2,"Returning_Visitor",FALSE,FALSE,158.1666667,549.199730954133,158.1666667,0
0,0,9,0.005555556,0.046296296,0,0,"Feb",2,4,5,2,"Returning_Visitor",FALSE,FALSE,303.6666667,118.689823073801,118.689823073801,1
0,0,3,0,0.066666667,0,0,"Feb",2,4,1,5,"Returning_Visitor",FALSE,FALSE,25,1706.43122266745,25,0
0,0,2,0.05,0.15,0,0.4,"Feb",2,2,1,4,"Returning_Visitor",FALSE,FALSE,42,1299.86732943915,42,0
4,0,14,0,0.018039216,0,0.2,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE,1107.041667,264.7067891201,264.7067891201,1
0,0,9,0,0.011851852,0,0.2,"Feb",1,1,6,3,"Returning_Visitor",FALSE,FALSE,272.5,993.219534358941,272.5,0
3,0,8,0,0.007407407,0,0,"Feb",2,4,2,3,"Returning_Visitor",FALSE,FALSE,363,1717.82331701601,363,0
0,1,10,0,0.009090909,0,0,"Feb",2,2,3,6,"Returning_Visitor",FALSE,FALSE,871,1058.01520208362,871,0
0,0,3,0.066666667,0.066666667,0,0.4,"Feb",2,4,1,3,"Returning_Visitor",FALSE,FALSE,780,734.073404327501,734.073404327501,1
0,0,3,0,0.033333333,0,0,"Feb",2,2,1,1,"Returning_Visitor",FALSE,FALSE,1038,1169.72932799486,1038,0
0,0,4,0,0.05,0,0,"Feb",2,2,3,3,"Returning_Visitor",FALSE,FALSE,573,582.478904596064,573,0
0,0,28,0.007142857,0.030357143,0,0,"Feb",1,1,4,3,"Returning_Visitor",FALSE,FALSE,1231.233333,560.818819452543,560.818819452543,1
0,0,11,0,0.027272727,0,0.8,"Feb",2,2,2,1,"Returning_Visitor",FALSE,FALSE,316.6666667,403.384059963282,316.6666667,0
0,0,20,0.0075,0.028166667,0,0,"Feb",1,2,1,1,"Returning_Visitor",FALSE,FALSE,873.7365079,671.38506984571,671.38506984571,1
0,0,4,0.1,0.15,0,0,"Feb",2,5,5,1,"Returning_Visitor",FALSE,FALSE,16,1771.75237421179,16,0
0,0,19,0,0.026315789,0,0.2,"Feb",2,2,3,3,"Returning_Visitor",FALSE,FALSE,615,286.022118472029,286.022118472029,1
0,0,9,0,0.026666667,0,0,"Feb",2,6,1,1,"Returning_Visitor",FALSE,FALSE,261.75,172.968759792857,172.968759792857,1
0,0,21,0.033333333,0.04993081,0,0,"Feb",3,2,2,1,"Returning_Visitor",TRUE,FALSE,615.8831169,264.013364929706,264.013364929706,1
0,0,6,0,0.033333333,0,0.8,"Feb",1,1,1,3,"Returning_Visitor",TRUE,FALSE,117.5,1245.11271170573,117.5,0
0,0,23,0.008695652,0.01884058,0,0.6,"Feb",1,1,4,2,"Returning_Visitor",FALSE,FALSE,501.6666667,1118.46910526976,501.6666667,0
2,2,31,0.03030303,0.040606061,0,0,"Feb",1,1,1,1,"Returning_Visitor",TRUE,FALSE,909.1666667,1605.59546969598,909.1666667,0
1,0,23,0.015217391,0.012463768,0,0,"Feb",1,1,1,2,"Returning_Visitor",TRUE,FALSE,1232.5,1214.66837577289,1214.66837577289,1
0,0,6,0,0.016666667,0,0.4,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE,467,1329.36915088678,467,0
0,0,23,0.008695652,0.011594203,0,0.6,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE,737.1666667,942.832949145231,737.1666667,0
0,0,12,0,0.033333333,0,0,"Feb",1,1,3,2,"Returning_Visitor",FALSE,FALSE,129,1191.11082491931,129,0
0,0,5,0,0.04,0,0,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE,63,1481.0317736608,63,0
0,0,5,0.086666667,0.166666667,0,0,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE,125,1417.44397754315,125,0
0,0,11,0.018181818,0.063636364,0,0,"Feb",2,4,6,1,"Returning_Visitor",FALSE,FALSE,684.3333333,1763.8812320889,684.3333333,0
0,0,20,0,0.0145,0,0.8,"Feb",3,2,7,4,"Returning_Visitor",TRUE,FALSE,665.4722222,796.582449877169,665.4722222,0
1,0,15,0,0.019166667,0,0.8,"Feb",1,1,2,4,"Returning_Visitor",TRUE,FALSE,487.5,567.946941712871,487.5,0
0,0,17,0.011111111,0.033333333,0,0,"Feb",2,4,1,3,"Returning_Visitor",FALSE,FALSE,437.1666667,742.960165175609,437.1666667,0
0,0,3,0.066666667,0.1,0,0.6,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,55,28.7361301784404,28.7361301784404,1
5,0,24,0,0.008602151,0,1,"Feb",2,2,8,1,"Returning_Visitor",TRUE,FALSE,488.2277778,339.090647974517,339.090647974517,1
3,0,10,0,0.015384615,0,0,"Feb",1,1,2,3,"Returning_Visitor",FALSE,FALSE,407.5,1518.48548080772,407.5,0
0,0,7,0,0.014285714,0,0,"Feb",1,1,6,2,"Returning_Visitor",FALSE,FALSE,666,423.779589873739,423.779589873739,1
1,0,21,0.010743802,0.047002635,0,0,"Feb",1,1,1,4,"Returning_Visitor",FALSE,FALSE,405.7095238,437.988920616917,405.7095238,0
0,0,6,0.033333333,0.033333333,0,0.6,"Feb",1,1,6,2,"Returning_Visitor",FALSE,FALSE,163.25,147.277185947169,147.277185947169,1
0,0,17,0,0.011764706,0,0,"Feb",3,2,6,2,"Returning_Visitor",TRUE,FALSE,284.25,449.845383677166,284.25,0
0,0,8,0.008333333,0.025,0,0.8,"Feb",3,2,1,3,"Returning_Visitor",TRUE,FALSE,260,1320.52201789804,260,0
0,16,5,0.003174603,0.012764202,0,0,"Mar",2,2,1,8,"Returning_Visitor",FALSE,FALSE,1490.2547619,1526.94116553059,1490.2547619,0
0,0,20,0.011111111,0.027248677,8.000740741,0,"Mar",1,1,3,1,"Returning_Visitor",FALSE,FALSE,927.45,900.573808082845,900.573808082845,1
2,0,50,0,0.006339869,0,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE,845.8,704.357163419481,704.357163419481,1
10,2,96,0.001960784,0.013509414,0,0,"Mar",3,2,6,2,"Returning_Visitor",TRUE,FALSE,3729.9449441,451.143699525855,451.143699525855,1
9,1,49,0,0.020708874,1.706014966,0,"Mar",2,2,7,2,"Returning_Visitor",FALSE,TRUE,2028.819697,208.862665733323,208.862665733323,1
3,1,68,0.007142857,0.016727891,46.53017511,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,3106.124108,708.090039088856,708.090039088856,1
3,5,24,0.036190476,0.096,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,4459.25,1033.76421203604,1033.76421203604,1
3,0,9,0,0.02,0,0,"Mar",1,1,1,1,"Returning_Visitor",FALSE,FALSE,371,398.238045426551,371,0
0,0,3,0,0.066666667,0,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE,42,806.134723622818,42,0
0,0,22,0.009090909,0.057662338,0,0,"Mar",1,1,7,2,"Returning_Visitor",TRUE,FALSE,354.3333333,400.203297014814,354.3333333,0
0,0,98,0.002061856,0.010173465,0,0,"Mar",1,1,1,3,"Returning_Visitor",FALSE,FALSE,3556.61241,909.116218236741,909.116218236741,1
2,1,67,0,0.005797101,19.34265017,0,"Mar",2,2,4,2,"New_Visitor",FALSE,TRUE,2763.783333,643.489183611237,643.489183611237,1
3,0,13,0.013068182,0.06140625,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,3126.9793033,1173.4734342806,1173.4734342806,1
0,0,17,0,0.001666667,109.176,0,"Mar",2,2,9,2,"New_Visitor",FALSE,TRUE,840.2333333,680.737982334103,680.737982334103,1
3,2,55,0,0.001724138,96.25511582,0,"Mar",2,4,1,2,"New_Visitor",TRUE,TRUE,2189.844805,646.247231611051,646.247231611051,1
1,0,50,0,0.004,153.4432478,0,"Mar",2,2,7,8,"Returning_Visitor",TRUE,TRUE,2899,965.30142236501,965.30142236501,1
0,0,5,0,0.04,0,0,"Mar",1,1,1,9,"Returning_Visitor",TRUE,FALSE,43,1335.19850510638,43,0
5,0,13,0,0.004166667,0,0,"Mar",1,1,1,2,"New_Visitor",FALSE,FALSE,502.5,405.774258703459,405.774258703459,1
0,0,3,0,0.088888889,0,0,"Mar",1,2,1,8,"Returning_Visitor",FALSE,FALSE,133.5,748.815552319866,133.5,0
1,0,12,0,0.008333333,0,0,"Mar",3,2,1,10,"Returning_Visitor",FALSE,FALSE,416.6666667,485.579169460107,416.6666667,0
3,0,16,0,0.005263158,0,0,"Mar",2,2,5,2,"New_Visitor",FALSE,FALSE,734.75,1137.65176570509,734.75,0
1,0,16,0,0.0125,33.79956701,0,"Mar",2,5,2,3,"New_Visitor",FALSE,TRUE,1349.75,339.052998507395,339.052998507395,1
2,0,5,0,0.028571429,0,0,"Mar",2,2,7,2,"New_Visitor",TRUE,FALSE,598.5,1555.92295947019,598.5,0
3,0,4,0,0.016666667,0,0,"Mar",3,2,7,1,"New_Visitor",FALSE,FALSE,252.8333333,1346.35672740173,252.8333333,0
0,0,8,0,0.04375,0,0,"Mar",2,4,1,3,"Returning_Visitor",FALSE,FALSE,731,1206.22952301288,731,0
2,1,4,0.033333333,0.0375,0,0,"Mar",3,2,3,2,"Returning_Visitor",FALSE,FALSE,364,1116.25199313741,364,0
0,0,14,0.037619048,0.04952381,0,0,"Mar",2,6,3,1,"Returning_Visitor",FALSE,FALSE,565.3333333,676.306127805728,565.3333333,0
0,0,2,0,0.05,0,0,"Mar",3,2,8,11,"Returning_Visitor",FALSE,FALSE,50,958.405877680052,50,0
4,0,7,0.006666667,0.033333333,0,0,"Mar",1,2,6,6,"Returning_Visitor",TRUE,FALSE,648,1575.68139373092,648,0
2,3,10,0,0.042857143,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,544,1051.33267860627,544,0
2,2,18,0,0.02,0,0,"Mar",2,2,4,1,"Returning_Visitor",FALSE,FALSE,913.1666666,1513.18429897074,913.1666666,0
2,0,4,0,0.066666667,0,0,"Mar",1,2,7,3,"Returning_Visitor",FALSE,FALSE,160,569.282215195708,160,0
0,0,35,0.005714286,0.028571429,0,0,"Mar",2,4,2,2,"Returning_Visitor",FALSE,FALSE,1192.386111,1277.83967677038,1192.386111,0
0,0,12,0.016666667,0.075,0,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE,198,484.381872895174,198,0
0,0,3,0,0.066666667,0,0,"Mar",2,4,3,12,"Returning_Visitor",FALSE,FALSE,15,1073.87431733077,15,0
2,0,14,0,0.013333333,35.0928,0,"Mar",2,2,5,1,"Returning_Visitor",FALSE,TRUE,681,871.508742875885,681,0
0,0,5,0.08,0.12,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,23,484.408589317463,23,0
0,0,4,0.1,0.15,0,0,"Mar",3,2,1,1,"Returning_Visitor",FALSE,FALSE,14,1020.61687825015,14,0
1,0,6,0,0.02,0,0,"Mar",2,2,1,8,"New_Visitor",FALSE,FALSE,264.5,1644.60691922111,264.5,0
1,0,28,0.001481481,0.009150327,0,0,"Mar",3,2,4,2,"Returning_Visitor",FALSE,FALSE,2522.30467,1624.35515720397,1624.35515720397,1
0,0,2,0,0.1,0,0,"Mar",2,2,3,11,"Returning_Visitor",TRUE,FALSE,19,500.758252486121,19,0
5,2,37,0,0.006578947,0,0,"Mar",2,2,4,1,"Returning_Visitor",FALSE,FALSE,1757.333333,585.454133970197,585.454133970197,1
0,0,9,0,0.022222222,0,0,"Mar",2,2,1,3,"Returning_Visitor",FALSE,FALSE,102.5,1774.29718303494,102.5,0
0,0,16,0,0.013333333,17.76266667,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,TRUE,2337,1119.78802523809,1119.78802523809,1
