"Administrative","Informational","ProductRelated","BounceRates","ExitRates","PageValues","SpecialDay","Month","OperatingSystems","Browser","Region","TrafficType","VisitorType","Weekend","Revenue","TotalDuration","TimeThreshold","CensorTime","Censor"
0,0,5,0,0.04,0,0,"Feb",1,1,9,3,"Returning_Visitor",FALSE,FALSE,156,524.76376102306,156,0
4,0,32,0.002857143,0.00952381,0,0,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE,1200.044444,524.76376102306,524.76376102306,1
0,0,4,0.05,0.1,0,0,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,76,524.76376102306,76,0
0,0,4,0,0.05,0,0.2,"Feb",2,6,1,3,"Returning_Visitor",FALSE,FALSE,63,524.76376102306,63,0
1,1,45,0.043478261,0.050821256,54.17976426,0.4,"Feb",3,2,1,1,"Returning_Visitor",FALSE,FALSE,1588.75,524.76376102306,524.76376102306,1
0,0,2,0,0.1,0,0,"Feb",1,1,6,3,"Returning_Visitor",FALSE,FALSE,35,524.76376102306,35,0
0,0,3,0,0.066666667,0,0,"Feb",1,2,6,6,"Returning_Visitor",TRUE,FALSE,78,524.76376102306,78,0
0,0,8,0,0.025,0,0,"Feb",2,2,1,1,"Returning_Visitor",FALSE,FALSE,209.5,524.76376102306,209.5,0
0,0,10,0.04,0.08,0,0,"Feb",1,1,3,1,"Returning_Visitor",FALSE,FALSE,183.6666667,524.76376102306,183.6666667,0
0,0,14,0.014285714,0.028571429,0,0,"Feb",2,2,1,1,"Returning_Visitor",FALSE,FALSE,380.5,524.76376102306,380.5,0
0,0,52,0.015384615,0.020352564,0,0,"Feb",2,2,7,1,"Returning_Visitor",FALSE,FALSE,2086.242857,524.76376102306,524.76376102306,1
0,0,8,0.025,0.05625,0,0,"Feb",3,2,1,4,"Returning_Visitor",TRUE,FALSE,388,524.76376102306,388,0
2,0,5,0,0.028571429,0,0.8,"Feb",2,2,8,4,"Returning_Visitor",FALSE,FALSE,316,524.76376102306,316,0
0,0,7,0.028571429,0.071428571,0,0.6,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE,63,524.76376102306,63,0
0,0,9,0,0.022222222,0,0,"Feb",2,5,1,6,"Returning_Visitor",FALSE,FALSE,482,524.76376102306,482,0
1,0,46,0,0.001794872,0,0,"Feb",2,2,8,4,"Returning_Visitor",FALSE,FALSE,4093.393939,524.76376102306,524.76376102306,1
0,0,3,0,0.066666667,0,0.6,"Feb",1,1,3,2,"Returning_Visitor",FALSE,FALSE,22,524.76376102306,22,0
0,0,15,0,0.006666667,0,0,"Feb",1,1,4,4,"Returning_Visitor",FALSE,FALSE,310.1666667,524.76376102306,310.1666667,0
0,0,2,0,0.05,0,0.4,"Feb",3,2,2,3,"Returning_Visitor",FALSE,FALSE,34,524.76376102306,34,0
0,0,4,0,0.05,0,0,"Feb",4,1,1,3,"Returning_Visitor",FALSE,FALSE,88,524.76376102306,88,0
0,0,22,0.003030303,0.006060606,0,0.2,"Feb",2,5,1,4,"Returning_Visitor",FALSE,FALSE,622.25,524.76376102306,524.76376102306,1
0,0,14,0.017142857,0.057142857,0,0,"Feb",1,1,1,2,"Returning_Visitor",FALSE,FALSE,222.4,524.76376102306,222.4,0
0,0,3,0.066666667,0.133333333,0,0.2,"Feb",3,2,1,3,"Returning_Visitor",FALSE,FALSE,80,524.76376102306,80,0
0,0,11,0,0.003636364,0,0,"Feb",3,2,1,3,"Returning_Visitor",FALSE,FALSE,800.8333333,524.76376102306,524.76376102306,1
0,0,12,0.011111111,0.026111111,0,0.2,"Feb",3,2,1,3,"Returning_Visitor",FALSE,FALSE,265.1666667,524.76376102306,265.1666667,0
0,0,2,0,0.1,0,1,"Feb",2,4,4,2,"Returning_Visitor",TRUE,FALSE,29,524.76376102306,29,0
0,0,4,0,0.075,0,0,"Feb",4,2,2,3,"Returning_Visitor",FALSE,FALSE,160,524.76376102306,160,0
0,0,4,0.05,0.025,0,0.4,"Feb",3,3,1,4,"Returning_Visitor",FALSE,FALSE,135.6666667,524.76376102306,135.6666667,0
4,2,36,0,0.014736467,19.44707913,0.2,"Feb",2,2,4,1,"Returning_Visitor",FALSE,FALSE,1174.7416667,524.76376102306,524.76376102306,1
0,0,4,0,0.05,0,0.4,"Feb",2,6,6,3,"Returning_Visitor",FALSE,FALSE,104,524.76376102306,104,0
2,0,16,0.011764706,0.046568627,0,0.6,"Feb",2,4,2,1,"Returning_Visitor",FALSE,FALSE,397.6865079,524.76376102306,397.6865079,0
0,0,6,0,0.016666667,0,0.4,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE,169,524.76376102306,169,0
0,0,8,0.05,0.120833333,0,0,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,400.8,524.76376102306,400.8,0
12,0,42,0.009,0.019666667,38.30849268,0,"Feb",1,1,3,2,"Returning_Visitor",FALSE,FALSE,1832.9999997,524.76376102306,524.76376102306,1
0,0,14,0,0.007142857,0,0,"Feb",2,2,5,4,"Returning_Visitor",TRUE,FALSE,706.5,524.76376102306,524.76376102306,1
3,0,27,0,0.012643678,22.9160357,0.8,"Feb",2,2,3,1,"Returning_Visitor",FALSE,TRUE,886.16666663,524.76376102306,524.76376102306,1
4,0,90,0.002150538,0.015013034,0,0,"Feb",4,1,1,3,"Returning_Visitor",FALSE,FALSE,6995.972222,524.76376102306,524.76376102306,1
0,0,18,0,0.007407407,0,0,"Feb",2,7,2,4,"Returning_Visitor",FALSE,FALSE,902,524.76376102306,524.76376102306,1
0,0,20,0.025,0.0525,0,0,"Feb",2,6,6,1,"Returning_Visitor",FALSE,FALSE,197.3777778,524.76376102306,197.3777778,0
0,0,2,0,0.1,0,0.4,"Feb",2,2,3,3,"Returning_Visitor",FALSE,FALSE,43,524.76376102306,43,0
0,0,8,0,0.0125,0,0,"Feb",2,4,3,2,"Returning_Visitor",FALSE,FALSE,426.6666667,524.76376102306,426.6666667,0
0,0,3,0,0.066666667,0,0,"Feb",2,4,3,3,"Returning_Visitor",FALSE,FALSE,135,524.76376102306,135,0
0,0,16,0,0.025,0,0,"Feb",2,4,1,1,"Returning_Visitor",FALSE,FALSE,588.3333333,524.76376102306,524.76376102306,1
10,0,36,0.004347826,0.014492754,11.43941195,0,"Feb",2,6,1,2,"Returning_Visitor",FALSE,TRUE,3117.008334,524.76376102306,524.76376102306,1
0,0,2,0,0.05,0,0.6,"Feb",3,2,3,3,"Returning_Visitor",FALSE,FALSE,76,524.76376102306,76,0
0,0,7,0,0.028571429,0,0,"Feb",4,1,1,5,"Returning_Visitor",TRUE,FALSE,208,524.76376102306,208,0
0,0,4,0,0.016666667,0,0.8,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,270,524.76376102306,270,0
0,0,6,0,0.02,0,0,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE,39.5,524.76376102306,39.5,0
0,0,12,0.016666667,0.058333333,0,0,"Feb",3,2,4,1,"Returning_Visitor",FALSE,FALSE,375,524.76376102306,375,0
0,0,7,0.057142857,0.085714286,0,0,"Feb",2,2,2,1,"Returning_Visitor",FALSE,FALSE,150,524.76376102306,150,0
0,0,3,0,0.066666667,0,0,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,138,524.76376102306,138,0
0,0,7,0.028571429,0.023809524,0,0.4,"Feb",4,1,3,3,"Returning_Visitor",FALSE,FALSE,337.5,524.76376102306,337.5,0
0,0,19,0,0.007894737,0,0,"Feb",1,1,4,2,"Returning_Visitor",FALSE,FALSE,620.0333333,524.76376102306,524.76376102306,1
2,0,15,0,0.011764706,0,0.4,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,204.8461538,524.76376102306,204.8461538,0
0,0,2,0,0.1,0,0,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,52,524.76376102306,52,0
0,0,13,0,0.015384615,0,0,"Feb",2,2,1,5,"New_Visitor",FALSE,FALSE,649.25,524.76376102306,524.76376102306,1
0,0,27,0.003703704,0.025925926,0,0.6,"Feb",4,1,3,3,"Returning_Visitor",FALSE,FALSE,925.3333333,524.76376102306,524.76376102306,1
0,0,2,0,0.1,0,0.2,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,33,524.76376102306,33,0
0,0,6,0.05,0.066666667,0,0.2,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,1566.5,524.76376102306,524.76376102306,1
0,0,4,0,0.025,0,0.6,"Feb",1,1,1,4,"Returning_Visitor",FALSE,FALSE,105,524.76376102306,105,0
0,1,7,0.038095238,0.080952381,0,0.6,"Feb",2,4,1,7,"Returning_Visitor",FALSE,FALSE,50,524.76376102306,50,0
0,0,16,0.004166667,0.031666667,0,0,"Feb",3,2,3,4,"Returning_Visitor",FALSE,FALSE,644.2,524.76376102306,524.76376102306,1
3,0,38,0,0.008947368,0,0.4,"Feb",2,4,1,2,"Returning_Visitor",FALSE,FALSE,2653.51111133,524.76376102306,524.76376102306,1
4,0,19,0,0.026984127,17.53595893,1,"Feb",1,1,7,4,"Returning_Visitor",TRUE,TRUE,668,524.76376102306,524.76376102306,1
0,0,6,0,0.033333333,0,0.4,"Feb",1,1,3,2,"Returning_Visitor",FALSE,FALSE,415,524.76376102306,415,0
2,1,36,0,0.01351025,0,0.8,"Feb",2,2,4,3,"Returning_Visitor",FALSE,FALSE,2130.530952,524.76376102306,524.76376102306,1
3,0,17,0.007058824,0.017647059,0,0,"Feb",1,1,3,4,"Returning_Visitor",FALSE,FALSE,340.1666667,524.76376102306,340.1666667,0
0,0,2,0.15,0.15,0,0,"Feb",1,1,7,2,"Returning_Visitor",FALSE,FALSE,27,524.76376102306,27,0
0,1,9,0.044444444,0.074074074,0,0.8,"Feb",4,1,1,3,"Returning_Visitor",FALSE,FALSE,215,524.76376102306,215,0
0,0,12,0.05,0.066666667,0,0,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,162,524.76376102306,162,0
0,0,2,0.05,0.066666667,0,0.8,"Feb",3,3,1,3,"Returning_Visitor",FALSE,FALSE,114,524.76376102306,114,0
6,4,128,0.000854701,0.01791847,0,0,"Feb",2,5,1,3,"Returning_Visitor",FALSE,FALSE,5482.463753,524.76376102306,524.76376102306,1
0,0,4,0,0.016666667,0,0.6,"Feb",2,2,3,3,"Returning_Visitor",FALSE,FALSE,253,524.76376102306,253,0
2,0,25,0.008,0.024,0,0.2,"Feb",2,4,1,1,"Returning_Visitor",FALSE,FALSE,458.5,524.76376102306,458.5,0
0,1,30,0.012903226,0.035483871,0,0.2,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,1138.833333,524.76376102306,524.76376102306,1
0,0,12,0,0.005555556,0,0,"Feb",1,1,1,4,"Returning_Visitor",TRUE,FALSE,317.8333333,524.76376102306,317.8333333,0
0,0,21,0,0.012962963,0,0.8,"Feb",3,2,1,3,"Returning_Visitor",FALSE,FALSE,1146.333333,524.76376102306,524.76376102306,1
0,0,11,0.018181818,0.027272727,0,0.2,"Feb",2,2,3,1,"Returning_Visitor",FALSE,FALSE,577,524.76376102306,524.76376102306,1
0,0,8,0,0.075,0,0,"Feb",4,1,3,3,"Returning_Visitor",FALSE,FALSE,95,524.76376102306,95,0
0,0,6,0,0.111111111,0,0,"Feb",2,4,9,3,"Returning_Visitor",FALSE,FALSE,301.5,524.76376102306,301.5,0
0,0,6,0,0.033333333,0,0,"Feb",2,4,4,1,"Returning_Visitor",FALSE,FALSE,243,524.76376102306,243,0
0,0,4,0,0.05,0,0.6,"Feb",2,2,1,2,"Returning_Visitor",FALSE,FALSE,135.5,524.76376102306,135.5,0
0,2,14,0,0.034375,0,0.8,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE,517.3333333,524.76376102306,517.3333333,0
0,0,3,0,0.066666667,0,0,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE,41,524.76376102306,41,0
0,0,11,0.028,0.11952381,0,0,"Feb",2,4,3,1,"Returning_Visitor",FALSE,FALSE,292.9,524.76376102306,292.9,0
0,0,9,0,0.040740741,0,0.4,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE,1238.333333,524.76376102306,524.76376102306,1
0,0,10,0,0.05,0,0.4,"Feb",1,1,8,3,"Returning_Visitor",FALSE,FALSE,225.4666667,524.76376102306,225.4666667,0
4,0,51,0,0.00754717,0,0.6,"Feb",2,2,9,3,"Returning_Visitor",FALSE,FALSE,2335.216667,524.76376102306,524.76376102306,1
0,0,3,0.133333333,0.166666667,0,0,"Feb",2,4,1,1,"Returning_Visitor",FALSE,FALSE,13,524.76376102306,13,0
0,0,2,0,0.1,0,0,"Feb",2,6,1,2,"Returning_Visitor",TRUE,FALSE,222,524.76376102306,222,0
2,0,16,0,0.022222222,0,0,"Feb",2,2,1,6,"Returning_Visitor",FALSE,FALSE,234.8333333,524.76376102306,234.8333333,0
0,0,6,0,0.011111111,0,0.8,"Feb",2,2,4,3,"Returning_Visitor",FALSE,FALSE,2017.166667,524.76376102306,524.76376102306,1
6,0,26,0,0.018518519,0,0.6,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE,560.5277778,524.76376102306,524.76376102306,1
0,0,6,0,0.033333333,0,0,"Feb",3,2,4,2,"Returning_Visitor",FALSE,FALSE,158.1666667,524.76376102306,158.1666667,0
0,0,9,0.005555556,0.046296296,0,0,"Feb",2,4,5,2,"Returning_Visitor",FALSE,FALSE,303.6666667,524.76376102306,303.6666667,0
0,0,3,0,0.066666667,0,0,"Feb",2,4,1,5,"Returning_Visitor",FALSE,FALSE,25,524.76376102306,25,0
0,0,2,0.05,0.15,0,0.4,"Feb",2,2,1,4,"Returning_Visitor",FALSE,FALSE,42,524.76376102306,42,0
4,0,14,0,0.018039216,0,0.2,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE,1107.041667,524.76376102306,524.76376102306,1
0,0,9,0,0.011851852,0,0.2,"Feb",1,1,6,3,"Returning_Visitor",FALSE,FALSE,272.5,524.76376102306,272.5,0
3,0,8,0,0.007407407,0,0,"Feb",2,4,2,3,"Returning_Visitor",FALSE,FALSE,363,524.76376102306,363,0
0,1,10,0,0.009090909,0,0,"Feb",2,2,3,6,"Returning_Visitor",FALSE,FALSE,871,524.76376102306,524.76376102306,1
0,0,3,0.066666667,0.066666667,0,0.4,"Feb",2,4,1,3,"Returning_Visitor",FALSE,FALSE,780,524.76376102306,524.76376102306,1
0,0,3,0,0.033333333,0,0,"Feb",2,2,1,1,"Returning_Visitor",FALSE,FALSE,1038,524.76376102306,524.76376102306,1
0,0,4,0,0.05,0,0,"Feb",2,2,3,3,"Returning_Visitor",FALSE,FALSE,573,524.76376102306,524.76376102306,1
0,0,28,0.007142857,0.030357143,0,0,"Feb",1,1,4,3,"Returning_Visitor",FALSE,FALSE,1231.233333,524.76376102306,524.76376102306,1
0,0,11,0,0.027272727,0,0.8,"Feb",2,2,2,1,"Returning_Visitor",FALSE,FALSE,316.6666667,524.76376102306,316.6666667,0
0,0,20,0.0075,0.028166667,0,0,"Feb",1,2,1,1,"Returning_Visitor",FALSE,FALSE,873.7365079,524.76376102306,524.76376102306,1
0,0,4,0.1,0.15,0,0,"Feb",2,5,5,1,"Returning_Visitor",FALSE,FALSE,16,524.76376102306,16,0
0,0,19,0,0.026315789,0,0.2,"Feb",2,2,3,3,"Returning_Visitor",FALSE,FALSE,615,524.76376102306,524.76376102306,1
0,0,9,0,0.026666667,0,0,"Feb",2,6,1,1,"Returning_Visitor",FALSE,FALSE,261.75,524.76376102306,261.75,0
0,0,21,0.033333333,0.04993081,0,0,"Feb",3,2,2,1,"Returning_Visitor",TRUE,FALSE,615.8831169,524.76376102306,524.76376102306,1
0,0,6,0,0.033333333,0,0.8,"Feb",1,1,1,3,"Returning_Visitor",TRUE,FALSE,117.5,524.76376102306,117.5,0
0,0,23,0.008695652,0.01884058,0,0.6,"Feb",1,1,4,2,"Returning_Visitor",FALSE,FALSE,501.6666667,524.76376102306,501.6666667,0
2,2,31,0.03030303,0.040606061,0,0,"Feb",1,1,1,1,"Returning_Visitor",TRUE,FALSE,909.1666667,524.76376102306,524.76376102306,1
1,0,23,0.015217391,0.012463768,0,0,"Feb",1,1,1,2,"Returning_Visitor",TRUE,FALSE,1232.5,524.76376102306,524.76376102306,1
0,0,6,0,0.016666667,0,0.4,"Feb",1,1,3,3,"Returning_Visitor",FALSE,FALSE,467,524.76376102306,467,0
0,0,23,0.008695652,0.011594203,0,0.6,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE,737.1666667,524.76376102306,524.76376102306,1
0,0,12,0,0.033333333,0,0,"Feb",1,1,3,2,"Returning_Visitor",FALSE,FALSE,129,524.76376102306,129,0
0,0,5,0,0.04,0,0,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE,63,524.76376102306,63,0
0,0,5,0.086666667,0.166666667,0,0,"Feb",2,2,1,3,"Returning_Visitor",FALSE,FALSE,125,524.76376102306,125,0
0,0,11,0.018181818,0.063636364,0,0,"Feb",2,4,6,1,"Returning_Visitor",FALSE,FALSE,684.3333333,524.76376102306,524.76376102306,1
0,0,20,0,0.0145,0,0.8,"Feb",3,2,7,4,"Returning_Visitor",TRUE,FALSE,665.4722222,524.76376102306,524.76376102306,1
1,0,15,0,0.019166667,0,0.8,"Feb",1,1,2,4,"Returning_Visitor",TRUE,FALSE,487.5,524.76376102306,487.5,0
0,0,17,0.011111111,0.033333333,0,0,"Feb",2,4,1,3,"Returning_Visitor",FALSE,FALSE,437.1666667,524.76376102306,437.1666667,0
0,0,3,0.066666667,0.1,0,0.6,"Feb",1,1,1,3,"Returning_Visitor",FALSE,FALSE,55,524.76376102306,55,0
5,0,24,0,0.008602151,0,1,"Feb",2,2,8,1,"Returning_Visitor",TRUE,FALSE,488.2277778,524.76376102306,488.2277778,0
3,0,10,0,0.015384615,0,0,"Feb",1,1,2,3,"Returning_Visitor",FALSE,FALSE,407.5,524.76376102306,407.5,0
0,0,7,0,0.014285714,0,0,"Feb",1,1,6,2,"Returning_Visitor",FALSE,FALSE,666,524.76376102306,524.76376102306,1
1,0,21,0.010743802,0.047002635,0,0,"Feb",1,1,1,4,"Returning_Visitor",FALSE,FALSE,405.7095238,524.76376102306,405.7095238,0
0,0,6,0.033333333,0.033333333,0,0.6,"Feb",1,1,6,2,"Returning_Visitor",FALSE,FALSE,163.25,524.76376102306,163.25,0
0,0,17,0,0.011764706,0,0,"Feb",3,2,6,2,"Returning_Visitor",TRUE,FALSE,284.25,524.76376102306,284.25,0
0,0,8,0.008333333,0.025,0,0.8,"Feb",3,2,1,3,"Returning_Visitor",TRUE,FALSE,260,524.76376102306,260,0
0,16,5,0.003174603,0.012764202,0,0,"Mar",2,2,1,8,"Returning_Visitor",FALSE,FALSE,1490.2547619,524.76376102306,524.76376102306,1
0,0,20,0.011111111,0.027248677,8.000740741,0,"Mar",1,1,3,1,"Returning_Visitor",FALSE,FALSE,927.45,524.76376102306,524.76376102306,1
2,0,50,0,0.006339869,0,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE,845.8,524.76376102306,524.76376102306,1
10,2,96,0.001960784,0.013509414,0,0,"Mar",3,2,6,2,"Returning_Visitor",TRUE,FALSE,3729.9449441,524.76376102306,524.76376102306,1
9,1,49,0,0.020708874,1.706014966,0,"Mar",2,2,7,2,"Returning_Visitor",FALSE,TRUE,2028.819697,524.76376102306,524.76376102306,1
3,1,68,0.007142857,0.016727891,46.53017511,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,3106.124108,524.76376102306,524.76376102306,1
3,5,24,0.036190476,0.096,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,4459.25,524.76376102306,524.76376102306,1
3,0,9,0,0.02,0,0,"Mar",1,1,1,1,"Returning_Visitor",FALSE,FALSE,371,524.76376102306,371,0
0,0,3,0,0.066666667,0,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE,42,524.76376102306,42,0
0,0,22,0.009090909,0.057662338,0,0,"Mar",1,1,7,2,"Returning_Visitor",TRUE,FALSE,354.3333333,524.76376102306,354.3333333,0
0,0,98,0.002061856,0.010173465,0,0,"Mar",1,1,1,3,"Returning_Visitor",FALSE,FALSE,3556.61241,524.76376102306,524.76376102306,1
2,1,67,0,0.005797101,19.34265017,0,"Mar",2,2,4,2,"New_Visitor",FALSE,TRUE,2763.783333,524.76376102306,524.76376102306,1
3,0,13,0.013068182,0.06140625,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,3126.9793033,524.76376102306,524.76376102306,1
0,0,17,0,0.001666667,109.176,0,"Mar",2,2,9,2,"New_Visitor",FALSE,TRUE,840.2333333,524.76376102306,524.76376102306,1
3,2,55,0,0.001724138,96.25511582,0,"Mar",2,4,1,2,"New_Visitor",TRUE,TRUE,2189.844805,524.76376102306,524.76376102306,1
1,0,50,0,0.004,153.4432478,0,"Mar",2,2,7,8,"Returning_Visitor",TRUE,TRUE,2899,524.76376102306,524.76376102306,1
0,0,5,0,0.04,0,0,"Mar",1,1,1,9,"Returning_Visitor",TRUE,FALSE,43,524.76376102306,43,0
5,0,13,0,0.004166667,0,0,"Mar",1,1,1,2,"New_Visitor",FALSE,FALSE,502.5,524.76376102306,502.5,0
0,0,3,0,0.088888889,0,0,"Mar",1,2,1,8,"Returning_Visitor",FALSE,FALSE,133.5,524.76376102306,133.5,0
1,0,12,0,0.008333333,0,0,"Mar",3,2,1,10,"Returning_Visitor",FALSE,FALSE,416.6666667,524.76376102306,416.6666667,0
3,0,16,0,0.005263158,0,0,"Mar",2,2,5,2,"New_Visitor",FALSE,FALSE,734.75,524.76376102306,524.76376102306,1
1,0,16,0,0.0125,33.79956701,0,"Mar",2,5,2,3,"New_Visitor",FALSE,TRUE,1349.75,524.76376102306,524.76376102306,1
2,0,5,0,0.028571429,0,0,"Mar",2,2,7,2,"New_Visitor",TRUE,FALSE,598.5,524.76376102306,524.76376102306,1
3,0,4,0,0.016666667,0,0,"Mar",3,2,7,1,"New_Visitor",FALSE,FALSE,252.8333333,524.76376102306,252.8333333,0
0,0,8,0,0.04375,0,0,"Mar",2,4,1,3,"Returning_Visitor",FALSE,FALSE,731,524.76376102306,524.76376102306,1
2,1,4,0.033333333,0.0375,0,0,"Mar",3,2,3,2,"Returning_Visitor",FALSE,FALSE,364,524.76376102306,364,0
0,0,14,0.037619048,0.04952381,0,0,"Mar",2,6,3,1,"Returning_Visitor",FALSE,FALSE,565.3333333,524.76376102306,524.76376102306,1
0,0,2,0,0.05,0,0,"Mar",3,2,8,11,"Returning_Visitor",FALSE,FALSE,50,524.76376102306,50,0
4,0,7,0.006666667,0.033333333,0,0,"Mar",1,2,6,6,"Returning_Visitor",TRUE,FALSE,648,524.76376102306,524.76376102306,1
2,3,10,0,0.042857143,0,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE,544,524.76376102306,524.76376102306,1
2,2,18,0,0.02,0,0,"Mar",2,2,4,1,"Returning_Visitor",FALSE,FALSE,913.1666666,524.76376102306,524.76376102306,1
2,0,4,0,0.066666667,0,0,"Mar",1,2,7,3,"Returning_Visitor",FALSE,FALSE,160,524.76376102306,160,0
0,0,35,0.005714286,0.028571429,0,0,"Mar",2,4,2,2,"Returning_Visitor",FALSE,FALSE,1192.386111,524.76376102306,524.76376102306,1
0,0,12,0.016666667,0.075,0,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE,198,524.76376102306,198,0
0,0,3,0,0.066666667,0,0,"Mar",2,4,3,12,"Returning_Visitor",FALSE,FALSE,15,524.76376102306,15,0
2,0,14,0,0.013333333,35.0928,0,"Mar",2,2,5,1,"Returning_Visitor",FALSE,TRUE,681,524.76376102306,524.76376102306,1
0,0,5,0.08,0.12,0,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE,23,524.76376102306,23,0
0,0,4,0.1,0.15,0,0,"Mar",3,2,1,1,"Returning_Visitor",FALSE,FALSE,14,524.76376102306,14,0
1,0,6,0,0.02,0,0,"Mar",2,2,1,8,"New_Visitor",FALSE,FALSE,264.5,524.76376102306,264.5,0
1,0,28,0.001481481,0.009150327,0,0,"Mar",3,2,4,2,"Returning_Visitor",FALSE,FALSE,2522.30467,524.76376102306,524.76376102306,1
0,0,2,0,0.1,0,0,"Mar",2,2,3,11,"Returning_Visitor",TRUE,FALSE,19,524.76376102306,19,0
5,2,37,0,0.006578947,0,0,"Mar",2,2,4,1,"Returning_Visitor",FALSE,FALSE,1757.333333,524.76376102306,524.76376102306,1
0,0,9,0,0.022222222,0,0,"Mar",2,2,1,3,"Returning_Visitor",FALSE,FALSE,102.5,524.76376102306,102.5,0
0,0,16,0,0.013333333,17.76266667,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,TRUE,2337,524.76376102306,524.76376102306,1
0,0,19,0.010526316,0.021052632,0,0,"Mar",2,2,1,3,"Returning_Visitor",FALSE,FALSE,1883.5,524.76376102306,524.76376102306,1
