Player Id,Name,Retired,Debut_Year_Games,Height (inches),Weight (lbs),Debut_TD_INT,Debut_RUN_PASS,Debut_Completion_Percentage,Debut_Yards_per_game,Debut_Sacks_per_game,Debut_TD_per_game,Debut_Ints_per_game,Debut_Rush_per_game
davidgarrard/2505101,"Garrard, David",1,4,73,236,0.5,0.6017316017316018,0.5,57.75,1.75,0.25,0.5,34.75
davidjaynes/2517445,"Jaynes, David",1,2,74,212,0,0,0,0,0,0,0.5,0
davidklingler/2501636,"Klingler, David",1,4,75,215,1.5,0.1,0.47959183673469385,132.5,4.5,0.75,0.5,13.25
davidlindley/2519522,"Lindley, David",1,0,72,190,0,0,NA,NA,NA,NA,NA,NA
davidnorrie/2522252,"Norrie, David",1,2,76,220,0.25,0.013297872340425532,0.5147058823529411,188,7.5,0.5,2,2.5
davidrivers/2504411,"Rivers, David",1,0,74,221,0,0,NA,NA,NA,NA,NA,NA
deancarlson/2511074,"Carlson, Dean",1,0,75,210,0,0,NA,NA,NA,NA,NA,NA
deanmay/2520411,"May, Dean",1,2,77,220,0,0,1,16.5,0,0,0,0
dennisshaw/2525401,"Shaw, Dennis",1,13,75,217,0.4444444444444444,0.07210940737670948,0.5581395348837209,185.6153846153846,3.076923076923077,0.6153846153846154,1.3846153846153846,13.384615384615385
derekanderson/2506546,"Anderson, Derek",1,0,78,235,0,0,NA,NA,NA,NA,NA,NA
derekcarr/2543499,"Carr, Derek",1,16,75,215,1.75,0.028134556574923548,0.5809682804674458,204.375,1.5,1.3125,0.75,5.75
dominiquedavis/2532829,"Davis, Dominique",1,0,75,210,0,0,NA,NA,NA,NA,NA,NA
dongault/2514710,"Gault, Don",1,2,74,190,0,0,0.10526315789473684,33.5,0.5,0,1.5,0
donmajkowski/2501847,"Majkowski, Don",1,6,74,208,1.3333333333333333,0.14721485411140584,0.42452830188679247,125.66666666666667,1.1666666666666667,0.6666666666666666,0.5,18.5
dougflutie/2500660,"Flutie, Doug",1,4,70,180,1.5,0.0997229916897507,0.5,90.25,1.5,0.75,0.5,9
douggaynor/2514730,"Gaynor, Doug",1,1,74,205,0,0.13333333333333333,1,30,1,0,0,4
dougjohnson/2503961,"Johnson, Doug",1,4,74,218,0.6666666666666666,0.027093596059113302,0.5373134328358209,101.5,3.25,0.5,0.75,2.75
dougnussmeier/2502319,"Nussmeier, Doug",1,0,75,211,0,0,NA,NA,NA,NA,NA,NA
dougpederson/2502434,"Pederson, Doug",1,7,75,222,0,-0.024390243902439025,0.5,5.857142857142857,0.14285714285714285,0,0,-0.14285714285714285
drewbrees/2504775,"Brees, Drew",1,1,72,209,1,0.08144796380090498,0.5555555555555556,221,2,1,0,18
drewolson/2506840,"Olson, Drew",1,0,74,222,0,0,NA,NA,NA,NA,NA,NA
drewstanton/2495748,"Stanton, Drew",1,3,75,243,1,0.16806722689075632,0.5294117647058824,39.666666666666664,2,0.3333333333333333,0,6.666666666666667
edbaker/2508870,"Baker, Ed",1,0,74,200,0,0,NA,NA,NA,NA,NA,NA
eddhargett/2515836,"Hargett, Edd",1,9,71,185,1.25,0.00872093023255814,0.461038961038961,114.66666666666667,0.8888888888888888,0.5555555555555556,0.4444444444444444,1
ejmanuel/2539228,"Manuel, EJ",1,10,76,237,1.2222222222222223,0.09432048681541583,0.5882352941176471,197.2,2.8,1.1,0.9,18.6
elimanning/2505996,"Manning, Eli",1,9,76,218,0.6666666666666666,0.03355704697986577,0.48223350253807107,115.88888888888889,1.4444444444444444,0.6666666666666666,1,3.888888888888889
ericzeier/2503851,"Zeier, Eric",1,7,73,214,0.4444444444444444,0.09259259259259259,0.5093167701863354,123.42857142857143,2.142857142857143,0.5714285714285714,1.2857142857142858,11.428571428571429
erikainge/363,"Ainge, Erik",1,0,77,221,0,0,NA,NA,NA,NA,NA,NA
frankpatrick/2522839,"Patrick, Frank",1,1,79,225,0,0.0847457627118644,0.42857142857142855,59,6,0,1,5
frankreich/2502624,"Reich, Frank",1,1,76,210,0,0,1,19,0,0,0,0
frankseurer/2525343,"Seurer, Frank",1,1,73,195,0,0,NA,0,0,0,0,0
frantarkenton/2527019,"Tarkenton, Fran",1,14,72,190,1.5833333333333333,0.08498379546272956,0.5629820051413882,198.35714285714286,2.5714285714285716,1.3571428571428572,0.8571428571428571,16.857142857142858
galegilbert/2500803,"Gilbert, Gale",1,9,75,209,0.5,0.01834862385321101,0.475,24.22222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.4444444444444444
garrettgrayson/2552371,"Grayson, Garrett",1,0,74,220,0,0,NA,NA,NA,NA,NA,NA
garydanielson/2512449,"Danielson, Gary",1,1,74,195,0,0,NA,0,0,0,0,0
garykeithley/2518235,"Keithley, Gary",1,13,75,210,0.2,0.07859078590785908,0.4383561643835616,28.384615384615383,0.38461538461538464,0.07692307692307693,0.38461538461538464,2.230769230769231
garymarangi/2520112,"Marangi, Gary",1,3,73,201,0.6666666666666666,0.14285714285714285,0.5,46.666666666666664,0.3333333333333333,0.6666666666666666,1,6.666666666666667
genosmith/2539335,"Smith, Geno",1,16,75,221,0.5714285714285714,0.12015758371634931,0.5575620767494357,190.375,2.6875,0.75,1.3125,22.875
gibranhamdan/2505614,"Hamdan, Gibran",1,1,76,220,0,0,0.5,7,1,0,0,0
giffordnielsen/2522154,"Nielsen, Gifford",1,2,76,205,0,0,0.5,0,1,0,0,0
gilbertrenfroe/2523967,"Renfroe, Gilbert",1,0,73,195,0,0,NA,NA,NA,NA,NA,NA
giovannicarmazzi/2504269,"Carmazzi, Giovanni",1,0,75,224,0,0,NA,NA,NA,NA,NA,NA
glenncarano/2511047,"Carano, Glenn",1,0,75,201,0,0,NA,NA,NA,NA,NA,NA
glennfoley/2500666,"Foley, Glenn",1,1,74,220,0,0,0.625,45,0,0,1,0
glenninverso/2517174,"Inverso, Glenn",1,0,73,199,0,0,NA,NA,NA,NA,NA,NA
grahamharrell/71321,"Harrell, Graham",1,0,74,215,0,0,NA,NA,NA,NA,NA,NA
greggtipton/2527460,"Tipton, Gregg",1,0,75,191,0,0,NA,NA,NA,NA,NA,NA
gregknafelc/2518624,"Knafelc, Greg",1,6,76,220,0,0,NA,0,0,0,0,0
greglandry/2519027,"Landry, Greg",1,12,76,210,1.8,0.32649253731343286,0.6102941176470589,89.33333333333333,2.1666666666666665,0.75,0.4166666666666667,29.166666666666668
halchealander/2511386,"Chealander, Hal",1,0,76,218,0,0,NA,NA,NA,NA,NA,NA
huntercantwell/81278,"Cantwell, Hunter",1,0,76,236,0,0,NA,NA,NA,NA,NA,NA
inglemartin/2495896,"Martin, Ingle",1,1,74,220,0,-5,NA,0,0,0,0,-5
j.t.o'sullivan/2505163,"O'Sullivan, J.T.",1,0,74,232,0,0,NA,NA,NA,NA,NA,NA
jackthompson/2527335,"Thompson, Jack",1,9,75,217,0.2,0.24116424116424118,0.4482758620689655,53.44444444444444,1.7777777777777777,0.1111111111111111,0.5555555555555556,12.88888888888889
jacobybrissett/2555261,"Brissett, Jacoby",0,3,76,235,0,0.2075,0.6181818181818182,133.33333333333334,2,0,0,27.666666666666668
jakedelhomme/2500361,"Delhomme, Jake",1,0,74,215,0,0,NA,NA,NA,NA,NA,NA
jakerudock/2556232,"Rudock, Jake",0,0,75,207,0,0,NA,NA,NA,NA,NA,NA
jameillshowers/2553600,"Showers, Jameill",1,0,74,230,0,0,NA,NA,NA,NA,NA,NA
jameiswinston/2552033,"Winston, Jameis",1,16,76,231,1.4666666666666666,0.052696684809500245,0.5831775700934579,252.625,1.6875,1.375,0.9375,13.3125
jamesharris/2515950,"Harris, James",1,7,76,210,0.75,-0.023668639053254437,0.48,48.285714285714285,1,0.42857142857142855,0.5714285714285714,-1.1428571428571428
jamesritchey/2502676,"Ritchey, James",1,0,74,220,0,0,NA,NA,NA,NA,NA,NA
jamiemartin/2501888,"Martin, Jamie",1,0,74,205,0,0,NA,NA,NA,NA,NA,NA
jaredgoff/2555334,"Goff, Jared",0,7,76,215,0.7142857142857143,0.014692378328741965,0.5463414634146342,155.57142857142858,3.7142857142857144,0.7142857142857143,1,2.2857142857142856
jariousjackson/2504292,"Jackson, Jarious",1,2,72,228,0,-1,0,0,0.5,0,0,-0.5
jasoncampbell/2506364,"Campbell, Jason",1,0,77,235,0,0,NA,NA,NA,NA,NA,NA
jasonfife/2505741,"Fife, Jason",1,0,76,226,0,0,NA,NA,NA,NA,NA,NA
jasongarrett/2500770,"Garrett, Jason",1,5,74,200,0,-0.13114754098360656,0.47368421052631576,12.2,0.2,0,0,-1.6
jasongesser/2505383,"Gesser, Jason",1,0,73,204,0,0,NA,NA,NA,NA,NA,NA
jaybarker/2499535,"Barker, Jay",1,0,75,220,0,0,NA,NA,NA,NA,NA,NA
jaycutler/2495824,"Cutler, Jay",1,5,75,231,1.8,0.017982017982017984,0.5912408759124088,200.2,2.6,1.8,1,3.6
jayfiedler/2500619,"Fiedler, Jay",1,0,74,225,0,0,NA,NA,NA,NA,NA,NA
jayschroeder/2502859,"Schroeder, Jay",1,0,76,215,0,0,NA,NA,NA,NA,NA,NA
jayvenuto/2527934,"Venuto, Jay",1,0,73,197,0,0,NA,NA,NA,NA,NA,NA
jaywalker/2528101,"Walker, Jay",1,0,75,229,0,0,NA,NA,NA,NA,NA,NA
jeffbaker/2499500,"Baker, Jeff",1,0,75,215,0,0,NA,NA,NA,NA,NA,NA
jeffcarlson/2499990,"Carlson, Jeff",1,1,75,215,0,0,NA,0,0,0,0,0
jeffchristensen/2511457,"Christensen, Jeff",1,1,75,202,0,-2,NA,0,0,0,0,-2
jefffrancis/2500696,"Francis, Jeff",1,1,76,215,0,0,1,26,0,0,0,0
jeffgarcia/2500758,"Garcia, Jeff",1,13,73,205,1,0.09080188679245282,0.6,195.69230769230768,1.1538461538461537,0.8461538461538461,0.8461538461538461,17.76923076923077
jeffgeorge/2500788,"George, Jeff",1,13,76,214,1.2307692307692308,9.293680297397769e-4,0.5419161676646707,165.53846153846155,2.8461538461538463,1.2307692307692308,1,0.15384615384615385
jeffkelly/2505197,"Kelly, Jeff",1,0,73,212,0,0,NA,NA,NA,NA,NA,NA
jeffkemp/2501589,"Kemp, Jeff",1,1,72,201,0,0.36,0.3333333333333333,25,2,0,1,9
jeffknapple/2518630,"Knapple, Jeff",1,2,74,200,0,0,0.25,7.5,0,0,0,0
jeffkomlo/2518712,"Komlo, Jeff",1,16,74,200,0.4782608695652174,0.04781054512957998,0.49728260869565216,139.875,2.5,0.6875,1.4375,6.6875
jefflewis/2501745,"Lewis, Jeff",1,2,74,211,0,0.6724137931034483,0.5294117647058824,29,0.5,0,0.5,19.5
jeffquinn/2523656,"Quinn, Jeff",1,0,75,205,0,0,NA,NA,NA,NA,NA,NA
jeffvanraaphorst/2527883,"Van Raaphorst, Jeff",1,2,73,210,0.5,0.034482758620689655,0.5294117647058824,87,1.5,0.5,1,3
jerrygolsteyn/2515026,"Golsteyn, Jerry",1,6,76,207,0.25,-0.009615384615384616,0.44285714285714284,69.33333333333333,2.3333333333333335,0.3333333333333333,1.3333333333333333,-0.6666666666666666
jerryrhome/2524041,"Rhome, Jerry",1,12,72,190,0.375,0.032679738562091505,0.5075757575757576,63.75,0.75,0.25,0.6666666666666666,2.0833333333333335
jerrytagge/2526982,"Tagge, Jerry",1,4,74,220,0,-0.01948051948051948,0.3448275862068966,38.5,0.75,0,0,-0.75
jessepalmer/2504732,"Palmer, Jesse",1,0,74,219,0,0,NA,NA,NA,NA,NA,NA
jimballard/2499514,"Ballard, Jim",1,0,75,223,0,0,NA,NA,NA,NA,NA,NA
jimbobtaylor/2527093,"Taylor, Jim Bob",1,8,74,205,0,0,0.5,2.5,0,0,0.125,0
jimdelgaizo/2512747,"Del Gaizo, Jim",1,4,73,198,2,0,0.5555555555555556,41.25,0,0.5,0.25,0
jimeverett/2500577,"Everett, Jim",1,6,77,212,1,0.04518664047151277,0.4965986394557823,169.66666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,7.666666666666667
jimfassel/2513863,"Fassel, Jim",1,0,73,210,0,0,NA,NA,NA,NA,NA,NA
jimharbaugh/2501019,"Harbaugh, Jim",1,6,75,215,0,0.24193548387096775,0.7272727272727273,10.333333333333334,0.6666666666666666,0,0,2.5
jimhart/2516025,"Hart, Jim",1,13,73,215,0.8235294117647058,0.0061074918566775245,0.4514285714285714,188.92307692307693,2,1.0769230769230769,1.3076923076923077,1.1538461538461537
