Player Id,Name,Retired,Age,Height (inches),Weight (lbs),First_Year,Last_Year,Experience,Total_Games,Passes Completed,Passes Attempted,Passing Yards,Sacks,Ints,TD Passes,Rushing Yards,TD_INT,RUN_PASS,Completion_Percentage,Era
bobdavis/2512622,"Davis, Bob",1,71,74,205,1970,1973,4,30,70,177,818,25,11,12,207,1.0909090909090908,0.2530562347188264,0.3954802259887006,1970-1980
bobgagliano/2500736,"Gagliano, Bob",1,58,75,205,1981,1995,15,32,249,486,3431,50,27,17,352,0.6296296296296297,0.10259399591955698,0.5123456790123457,1980-1990
bobleahy/2519217,"Leahy, Bob",1,70,74,205,1971,1971,1,1,3,11,18,1,1,0,-6,0,-0.3333333333333333,0.2727272727272727,1970-1980
boblee/2519294,"Lee, Bob",1,71,74,195,1970,1980,11,63,361,719,4955,93,40,29,188,0.725,0.03794147325933401,0.502086230876217,1970-1980
bobnaponic/2521949,"Naponic, Bob",1,70,72,190,1970,1970,1,2,6,20,85,8,2,0,12,0,0.1411764705882353,0.3,1970-1980
boomeresiason/2500562,"Esiason, Boomer",1,56,77,224,1984,1997,14,187,2969,5205,37920,318,184,247,1598,1.3423913043478262,0.042141350210970464,0.5704130643611912,1980-1990
bradgoebel/2500825,"Goebel, Brad",1,49,75,214,1991,1995,5,7,32,59,299,6,6,0,2,0,0.006688963210702341,0.5423728813559322,1990-1999
bradjohnson/2501411,"Johnson, Brad",1,48,77,235,1992,2008,17,177,2668,4326,29054,251,122,166,657,1.360655737704918,0.022613065326633167,0.6167360147942672,1990-1999
bradleevanpelt/2505971,"Van Pelt, Bradlee",1,36,74,220,2005,2006,2,3,2,8,7,0,0,0,48,0,6.857142857142857,0.25,2000-2010
bradyquinn/2495714,"Quinn, Brady",1,32,75,235,2007,2013,7,24,296,550,3043,41,17,12,185,0.7058823529411765,0.060795267827801515,0.5381818181818182,2000-2010
brandonallen/2555365,"Allen, Brandon",0,24,74,219,2016,2016,1,0,0,0,0,0,0,0,0,0,0,NA,2010+
brandondoughty/2555302,"Doughty, Brandon",0,25,75,217,2016,2016,1,0,0,0,0,0,0,0,0,0,0,NA,2010+
brandonweeden/2532970,"Weeden, Brandon",0,33,76,230,2012,2016,5,34,559,965,6462,66,30,31,201,1.0333333333333334,0.031104921077065924,0.5792746113989637,2010+
brendanfolmar/2514202,"Folmar, Brendan",1,53,73,200,1987,1987,1,1,0,0,0,0,0,0,0,0,0,NA,1980-1990
brentpease/2522942,"Pease, Brent",1,52,74,201,1987,1988,2,20,62,135,792,7,9,3,31,0.3333333333333333,0.039141414141414144,0.45925925925925926,1980-1990
brettbasanez/2495803,"Basanez, Brett",1,34,73,208,2006,2009,4,1,6,11,56,0,1,0,2,0,0.03571428571428571,0.5454545454545454,2000-2010
brettfavre/2500606,"Favre, Brett",1,47,74,222,1991,2010,20,302,6300,10169,71838,525,336,508,1844,1.5119047619047619,0.025668866059745537,0.6195299439472908,1990-1999
bretthundley/2552588,"Hundley, Brett",0,23,75,226,2015,2016,2,4,2,10,17,0,1,0,-2,0,-0.11764705882352941,0.2,2010+
brettratliff/2507276,"Ratliff, Brett",1,31,76,224,2008,2010,3,0,0,0,0,0,0,0,0,0,0,NA,2000-2010
brianhoyer/81294,"Hoyer, Brian",0,31,74,215,2009,2016,8,49,714,1199,8608,65,26,44,117,1.6923076923076923,0.013592007434944238,0.5954962468723937,2000-2010
brianransom/2523747,"Ransom, Brian",1,56,75,205,1983,1985,3,0,0,0,0,0,0,0,0,0,0,NA,1980-1990
brockosweiler/2533436,"Osweiler, Brock",0,26,80,235,2012,2016,5,36,488,815,5083,52,22,26,181,1.1818181818181819,0.035608892386385996,0.5987730061349693,2010+
browningnagle/2502257,"Nagle, Browning",1,49,75,220,1991,1996,6,24,213,437,2489,36,20,8,68,0.4,0.027320208919244676,0.4874141876430206,1990-1999
brucemathison/2520334,"Mathison, Bruce",1,58,75,205,1983,1987,5,18,152,309,2177,28,20,7,245,0.35,0.11254019292604502,0.4919093851132686,1980-1990
brycepetty/2552369,"Petty, Bryce",0,26,75,230,2015,2016,2,6,75,133,809,13,7,3,19,0.42857142857142855,0.023485784919653894,0.5639097744360902,2010+
buckyrichardson/2502648,"Richardson, Bucky",1,48,73,228,1992,1994,3,16,97,185,1257,25,6,6,225,1,0.17899761336515513,0.5243243243243243,1990-1999
buddylee/2519272,"Lee, Buddy",1,69,76,215,1971,1971,1,0,0,0,0,0,0,0,0,0,0,NA,1970-1980
byronleftwich/2505673,"Leftwich, Byron",1,37,77,250,2003,2012,10,60,930,1605,10532,92,42,58,415,1.380952380952381,0.03940372199012533,0.5794392523364486,2000-2010
calebhanie/2507385,"Hanie, Caleb",1,31,74,235,2008,2013,6,10,59,116,679,21,10,3,97,0.3,0.14285714285714285,0.5086206896551724,2000-2010
camnewton/2495455,"Newton, Cam",0,28,77,245,2011,2016,6,93,1710,2928,21772,221,78,136,3566,1.7435897435897436,0.16378835201175823,0.5840163934426229,2010+
cardalejones/2555426,"Jones, Cardale",0,24,77,250,2016,2016,1,1,6,11,96,1,1,0,-1,0,-0.010416666666666666,0.5454545454545454,2010+
carsonpalmer/2505245,"Palmer, Carson",0,37,77,235,2003,2016,14,175,3777,6040,44269,318,180,285,462,1.5833333333333333,0.01043619688721227,0.6253311258278146,2000-2010
carsonwentz/2555259,"Wentz, Carson",0,24,77,237,2016,2016,1,16,379,607,3782,33,14,16,150,1.1428571428571428,0.03966155473294553,0.6243822075782537,2010+
casekeenum/2532888,"Keenum, Case",0,29,73,205,2013,2016,4,26,454,777,5224,49,20,24,163,1.2,0.031202143950995406,0.5842985842985843,2010+
caseyweldon/2503589,"Weldon, Casey",1,48,73,206,1993,1999,7,26,60,120,713,12,4,1,0,0.25,0,0.5,1990-1999
chadhenne/252,"Henne, Chad",0,31,75,219,2008,2016,9,65,1159,1954,12931,149,63,58,360,0.9206349206349206,0.027840074240197975,0.5931422722620266,2000-2010
chadmay/2501919,"May, Chad",1,45,73,219,1995,1996,2,0,0,0,0,0,0,0,0,0,0,NA,1990-1999
chadpennington/2504181,"Pennington, Chad",1,40,75,225,2000,2010,11,89,1632,2471,17823,162,64,102,465,1.59375,0.026089883857936376,0.660461351679482,2000-2010
chandlerharnish/2532856,"Harnish, Chandler",1,28,74,222,2012,2014,3,0,0,0,0,0,0,0,0,0,0,NA,2010+
charleyjohnson/2517588,"Johnson, Charley",1,78,73,200,1970,1975,6,74,672,1278,8948,102,67,58,19,0.8656716417910447,0.0021233795261510952,0.5258215962441315,1970-1980
charliebatch/2499567,"Batch, Charlie",1,42,74,216,1998,2012,15,80,908,1604,11085,161,52,61,637,1.1730769230769231,0.057465042850699144,0.5660847880299252,1990-1999
chasedaniel/81284,"Daniel, Chase",0,30,72,225,2009,2016,8,56,51,78,480,7,1,1,95,1,0.19791666666666666,0.6538461538461539,2000-2010
chrischandler/2500048,"Chandler, Chris",1,51,76,224,1988,2004,17,180,2328,4005,28484,380,146,170,1310,1.1643835616438356,0.04599073163881477,0.5812734082397004,1980-1990
chrisdittoe/2500407,"Dittoe, Chris",1,43,77,232,1998,1998,1,0,0,0,0,0,0,0,0,0,0,NA,1990-1999
chrisredman/2504314,"Redman, Chris",1,39,75,225,2000,2011,12,30,286,500,3179,34,14,21,25,1.5,0.007864108210128971,0.572,2000-2010
christianhackenberg/2555416,"Hackenberg, Christian",0,22,76,228,2016,2016,1,0,0,0,0,0,0,0,0,0,0,NA,2010+
christianponder/2495215,"Ponder, Christian",0,29,74,230,2011,2016,6,38,632,1057,6658,95,36,38,639,1.0555555555555556,0.09597476719735656,0.597918637653737,2010+
chrisweinke/2504686,"Weinke, Chris",1,44,76,232,2001,2007,7,29,386,709,3904,47,26,15,148,0.5769230769230769,0.03790983606557377,0.5444287729196051,2000-2010
cleolemon/2504793,"Lemon, Cleo",1,37,74,215,2004,2008,5,15,211,379,2185,30,7,8,106,1.1428571428571428,0.04851258581235698,0.5567282321899736,2000-2010
cliffolander/2522428,"Olander, Cliff",1,62,77,191,1977,1981,5,15,12,24,125,3,3,0,27,0,0.216,0.5,1970-1980
codycarlson/2499989,"Carlson, Cody",1,53,75,202,1987,1994,8,45,370,659,4469,54,28,21,217,0.75,0.048556724099351085,0.5614567526555387,1980-1990
codykessler/2555387,"Kessler, Cody",0,24,73,215,2016,2016,1,9,128,195,1380,21,2,6,18,3,0.013043478260869565,0.6564102564102564,2010+
codypickett/2505931,"Pickett, Cody",1,36,75,227,2004,2005,2,6,18,45,195,5,4,0,47,0,0.24102564102564103,0.4,2000-2010
colinkaepernick/2495186,"Kaepernick, Colin",0,29,76,230,2011,2016,6,69,1011,1692,12271,171,30,72,2300,2.4,0.18743378697742646,0.5975177304964538,2010+
coltmccoy/497123,"McCoy, Colt",0,30,73,215,2010,2016,7,35,508,842,5586,77,23,26,420,1.1304347826086956,0.07518796992481203,0.6033254156769596,2010+
connorcook/2555332,"Cook, Connor",0,24,76,217,2016,2016,1,1,14,21,150,2,1,1,0,1,0,0.6666666666666666,2010+
connorshaw/2550252,"Shaw, Connor",1,25,73,210,2014,2014,1,1,14,28,177,4,1,0,9,0,0.05084745762711865,0.5,2010+
corysauter/2502842,"Sauter, Cory",1,42,76,216,1999,2003,5,1,6,9,59,0,0,0,8,0,0.13559322033898305,0.6666666666666666,2000-2010
craigerickson/2500559,"Erickson, Craig",1,48,74,213,1992,1999,8,52,591,1092,7625,82,38,41,201,1.0789473684210527,0.026360655737704918,0.5412087912087912,1990-1999
craignall/2505146,"Nall, Craig",1,38,75,245,2002,2008,7,7,30,48,402,3,0,5,11,5,0.02736318407960199,0.625,2000-2010
craigpenrose/2522986,"Penrose, Craig",1,63,75,211,1976,1980,5,18,55,117,711,5,12,5,21,0.4166666666666667,0.029535864978902954,0.4700854700854701,1970-1980
craigwhelihan/2503609,"Whelihan, Craig",1,46,77,220,1995,1998,4,19,267,557,3160,36,29,14,67,0.4827586206896552,0.02120253164556962,0.4793536804308797,1990-1999
cullenfinnerty/2507303,"Finnerty, Cullen",1,NA,74,223,2007,2007,1,0,0,0,0,0,0,0,0,0,0,NA,2000-2010
curtispainter/81300,"Painter, Curtis",1,31,76,230,2009,2013,5,14,148,287,1681,20,13,6,109,0.46153846153846156,0.06484235574063058,0.5156794425087108,2000-2010
dakprescott/2555260,"Prescott, Dak",0,23,74,226,2016,2016,1,16,311,459,3667,25,4,23,282,5.75,0.07690209980910827,0.6775599128540305,2010+
dandarragh/2512467,"Darragh, Dan",1,70,75,196,1970,1970,1,3,11,29,71,5,2,0,26,0,0.36619718309859156,0.3793103448275862,1970-1980
danfouts/2514293,"Fouts, Dan",1,65,75,204,1973,1987,15,180,3289,5588,42905,319,241,253,460,1.049792531120332,0.010721361146719496,0.5885826771653543,1970-1980
dangonzalez/2500833,"Gonzalez, Dan",1,42,75,214,1998,1998,1,0,0,0,0,0,0,0,0,0,0,NA,1990-1999
danlefevour/497119,"LeFevour, Dan",1,30,75,230,2010,2011,2,0,0,0,0,0,0,0,0,0,0,NA,2010+
danmanucci/2520096,"Manucci, Dan",1,59,74,196,1979,1987,9,19,12,27,132,8,2,0,35,0,0.26515151515151514,0.4444444444444444,1970-1980
danmarino/2501869,"Marino, Dan",1,55,76,228,1983,1999,17,242,4967,8358,61361,270,252,420,87,1.6666666666666667,0.0014178386923290038,0.5942809284517827,1980-1990
dannykanell/2501560,"Kanell, Danny",1,43,75,218,1996,2004,9,42,471,919,4961,57,33,30,41,0.9090909090909091,0.008264462809917356,0.5125136017410229,1990-1999
danorlovsky/2506481,"Orlovsky, Dan",0,33,77,215,2005,2016,12,26,298,512,3132,29,13,15,34,1.1538461538461537,0.010855683269476373,0.58203125,2000-2010
danpastorini/2522826,"Pastorini, Dan",1,68,74,208,1971,1983,13,139,1556,3055,18515,246,161,103,685,0.639751552795031,0.036997029435592764,0.509328968903437,1970-1980
darrellhackney/2495842,"Hackney, Darrell",1,33,72,248,2007,2008,2,0,0,0,0,0,0,0,0,0,0,NA,2000-2010
darylelamonica/2519016,"Lamonica, Daryle",1,75,75,215,1970,1974,5,48,424,854,6091,53,51,53,60,1.0392156862745099,0.009850599244787392,0.4964871194379391,1970-1980
davebarr/2499554,"Barr, Dave",1,45,75,210,1995,1995,1,2,5,9,42,1,0,0,5,0,0.11904761904761904,0.5555555555555556,1990-1999
davedickenson/2504341,"Dickenson, Dave",1,44,71,185,2001,2002,2,0,0,0,0,0,0,0,0,0,0,NA,2000-2010
davelewis/2519428,"Lewis, Dave",1,71,74,216,1970,1973,4,56,6,14,57,4,0,0,22,0,0.38596491228070173,0.42857142857142855,1970-1980
davemays/2520441,"Mays, Dave",1,67,73,204,1976,1978,3,12,80,156,937,9,11,7,16,0.6363636363636364,0.017075773745997867,0.5128205128205128,1970-1980
daverader/2523678,"Rader, Dave",1,60,75,215,1979,1979,1,0,0,0,0,0,0,0,0,0,0,NA,1970-1980
daveragone/2505594,"Ragone, Dave",1,37,75,221,2003,2005,3,2,20,40,135,8,1,0,51,0,0.37777777777777777,0.5,2000-2010
davewalter/2528179,"Walter, Dave",1,52,75,230,1987,1987,1,3,10,21,113,2,0,0,70,0,0.6194690265486725,0.47619047619047616,1980-1990
davidarcher/2499447,"Archer, David",1,55,74,200,1984,1992,9,54,320,626,4161,84,27,17,671,0.6296296296296297,0.1612593126652247,0.5111821086261981,1980-1990
davidcarr/2504804,"Carr, David",1,37,75,212,2002,2012,11,94,1353,2267,14452,267,71,65,1328,0.9154929577464789,0.09189039579296983,0.5968239964711072,2000-2010
davidfales/2543751,"Fales, David",0,26,73,212,2014,2016,3,1,2,5,22,1,0,0,0,0,0,0.4,2010+
davidgarrard/2505101,"Garrard, David",1,39,73,236,2002,2013,12,86,1406,2281,16003,179,54,89,1746,1.6481481481481481,0.10910454289820659,0.6163963174046471,2000-2010
davidjaynes/2517445,"Jaynes, David",1,64,74,212,1974,1974,1,2,0,2,0,0,1,0,0,0,0,0,1970-1980
davidklingler/2501636,"Klingler, David",1,48,75,215,1992,1997,6,33,389,718,3994,87,22,16,456,0.7272727272727273,0.11417125688532799,0.541782729805014,1990-1999
davidlindley/2519522,"Lindley, David",1,52,72,190,1987,1987,1,0,0,0,0,0,0,0,0,0,0,NA,1980-1990
davidnorrie/2522252,"Norrie, David",1,53,76,220,1987,1987,1,2,35,68,376,15,4,1,5,0.25,0.013297872340425532,0.5147058823529411,1980-1990
davidrivers/2504411,"Rivers, David",1,39,74,221,2004,2004,1,0,0,0,0,0,0,0,0,0,0,NA,2000-2010
deancarlson/2511074,"Carlson, Dean",1,66,75,210,1972,1974,3,1,7,15,116,2,1,0,17,0,0.14655172413793102,0.4666666666666667,1970-1980
deanmay/2520411,"May, Dean",1,55,77,220,1984,1987,4,5,1,6,33,1,1,0,-4,0,-0.12121212121212122,0.16666666666666666,1980-1990
dennisshaw/2525401,"Shaw, Dennis",1,70,75,217,1970,1978,9,48,461,872,6014,122,66,30,375,0.45454545454545453,0.06235450615231127,0.5286697247706422,1970-1980
derekanderson/2506546,"Anderson, Derek",0,33,78,235,2005,2016,12,73,865,1596,10396,76,60,60,229,1,0.022027702962677954,0.5419799498746867,2000-2010
derekcarr/2543499,"Carr, Derek",0,26,75,215,2014,2016,3,47,1055,1732,11194,71,31,81,300,2.6129032258064515,0.026800071466857246,0.609122401847575,2010+
dominiquedavis/2532829,"Davis, Dominique",1,27,75,210,2012,2013,2,1,5,7,34,0,0,0,0,0,0,0.7142857142857143,2010+
dongault/2514710,"Gault, Don",1,70,74,190,1970,1970,1,2,2,19,67,1,3,0,0,0,0,0.10526315789473684,1970-1980
donmajkowski/2501847,"Majkowski, Don",1,53,74,208,1987,1996,10,89,1046,1884,12579,177,67,65,1098,0.9701492537313433,0.08728833770569998,0.5552016985138004,1980-1990
dougflutie/2500660,"Flutie, Doug",1,54,70,180,1986,2005,20,92,1177,2151,14715,107,68,86,1634,1.2647058823529411,0.1110431532449881,0.5471873547187355,1980-1990
douggaynor/2514730,"Gaynor, Doug",1,53,74,205,1986,1986,1,1,3,3,30,1,0,0,4,0,0.13333333333333333,1,1980-1990
dougjohnson/2503961,"Johnson, Doug",1,39,74,218,2000,2006,7,25,218,384,2600,38,18,13,58,0.7222222222222222,0.022307692307692306,0.5677083333333334,2000-2010
dougnussmeier/2502319,"Nussmeier, Doug",1,46,75,211,1994,1998,5,5,46,82,455,9,4,1,36,0.25,0.07912087912087912,0.5609756097560976,1990-1999
dougpederson/2502434,"Pederson, Doug",1,49,75,222,1993,2004,12,100,286,522,2762,40,19,12,100,0.631578947368421,0.036205648081100654,0.5478927203065134,1990-1999
drewbrees/2504775,"Brees, Drew",0,38,72,209,2001,2016,16,233,5836,8758,66111,358,220,465,724,2.1136363636363638,0.010951278909712453,0.6663621831468372,2000-2010
drewolson/2506840,"Olson, Drew",1,34,74,222,2007,2007,1,0,0,0,0,0,0,0,0,0,0,NA,2000-2010
drewstanton/2495748,"Stanton, Drew",0,33,75,243,2008,2016,9,33,266,500,3165,31,19,14,213,0.7368421052631579,0.06729857819905213,0.532,2000-2010
edbaker/2508870,"Baker, Ed",1,69,74,200,1971,1972,2,1,4,10,47,2,4,0,9,0,0.19148936170212766,0.4,1970-1980
eddhargett/2515836,"Hargett, Edd",1,69,71,185,1970,1973,4,39,153,337,2053,17,9,10,31,1.1111111111111112,0.01509985387238188,0.4540059347181009,1970-1980
ejmanuel/2539228,"Manuel, EJ",0,27,76,237,2013,2016,4,28,319,547,3502,43,15,19,324,1.2666666666666666,0.09251856082238721,0.583180987202925,2010+
elimanning/2505996,"Manning, Eli",0,36,76,218,2004,2016,13,201,4072,6825,48214,328,215,320,514,1.4883720930232558,0.010660803915875056,0.5966300366300367,2000-2010
ericzeier/2503851,"Zeier, Eric",1,44,73,214,1995,2000,6,28,301,537,3520,59,15,16,127,1.0666666666666667,0.036079545454545454,0.5605214152700186,1990-1999
erikainge/363,"Ainge, Erik",1,30,77,221,2008,2009,2,0,0,0,0,0,0,0,0,0,0,NA,2000-2010
frankpatrick/2522839,"Patrick, Frank",1,70,79,225,1970,1972,3,4,8,23,107,7,2,0,5,0,0.04672897196261682,0.34782608695652173,1970-1980
frankreich/2502624,"Reich, Frank",1,55,76,210,1985,1998,14,118,508,932,6075,68,36,40,78,1.1111111111111112,0.012839506172839505,0.5450643776824035,1980-1990
frankseurer/2525343,"Seurer, Frank",1,54,73,195,1986,1987,2,9,26,55,340,10,4,0,33,0,0.09705882352941177,0.4727272727272727,1980-1990
frantarkenton/2527019,"Tarkenton, Fran",1,77,72,190,1970,1978,9,118,2009,3365,23370,233,126,154,983,1.2222222222222223,0.04206247325631151,0.5970282317979198,1970-1980
galegilbert/2500803,"Gilbert, Gale",1,55,75,209,1985,1995,11,58,146,259,1544,19,12,9,20,0.75,0.012953367875647668,0.5637065637065637,1980-1990
garrettgrayson/2552371,"Grayson, Garrett",0,26,74,220,2015,2015,1,0,0,0,0,0,0,0,0,0,0,NA,2010+
garydanielson/2512449,"Danielson, Gary",1,65,74,195,1976,1988,13,100,1082,1894,13489,175,76,80,855,1.0526315789473684,0.06338498035436281,0.5712777191129884,1970-1980
garykeithley/2518235,"Keithley, Gary",1,66,75,210,1973,1975,3,13,32,73,369,5,5,1,29,0.2,0.07859078590785908,0.4383561643835616,1970-1980
garymarangi/2520112,"Marangi, Gary",1,64,73,201,1974,1976,3,19,104,283,1373,25,21,12,328,0.5714285714285714,0.23889293517844137,0.3674911660777385,1970-1980
genosmith/2539335,"Smith, Geno",0,26,75,221,2013,2016,4,33,501,866,5962,77,36,28,647,0.7777777777777778,0.10852063066085206,0.5785219399538106,2010+
gibranhamdan/2505614,"Hamdan, Gibran",1,36,76,220,2003,2009,7,1,1,2,7,1,0,0,0,0,0,0.5,2000-2010
giffordnielsen/2522154,"Nielsen, Gifford",1,62,76,205,1978,1983,6,55,273,498,3255,47,22,20,89,0.9090909090909091,0.027342549923195084,0.5481927710843374,1970-1980
gilbertrenfroe/2523967,"Renfroe, Gilbert",1,54,73,195,1990,1990,1,0,0,0,0,0,0,0,0,0,0,NA,1990-1999
giovannicarmazzi/2504269,"Carmazzi, Giovanni",1,40,75,224,2000,2000,1,0,0,0,0,0,0,0,0,0,0,NA,2000-2010
glenncarano/2511047,"Carano, Glenn",1,61,75,201,1977,1983,7,36,21,57,304,2,1,3,15,3,0.049342105263157895,0.3684210526315789,1970-1980
glennfoley/2500666,"Foley, Glenn",1,46,74,220,1994,1999,6,21,207,382,2469,27,16,12,32,0.75,0.012960712839206157,0.5418848167539267,1990-1999
glenninverso/2517174,"Inverso, Glenn",1,58,73,199,1984,1984,1,0,0,0,0,0,0,0,0,0,0,NA,1980-1990
grahamharrell/71321,"Harrell, Graham",1,32,74,215,2010,2012,3,4,2,4,20,0,0,0,-3,0,-0.15,0.5,2010+
greggtipton/2527460,"Tipton, Gregg",1,52,75,191,1987,1987,1,0,0,0,0,0,0,0,0,0,0,NA,1980-1990
gregknafelc/2518624,"Knafelc, Greg",1,58,76,220,1983,1983,1,6,0,0,0,0,0,0,0,0,0,NA,1980-1990
greglandry/2519027,"Landry, Greg",1,70,76,210,1970,1984,15,129,1151,2038,14519,277,82,88,2235,1.0731707317073171,0.15393622150285832,0.5647693817468106,1970-1980
halchealander/2511386,"Chealander, Hal",1,NA,76,218,1974,1974,1,0,0,0,0,0,0,0,0,0,0,NA,1970-1980
huntercantwell/81278,"Cantwell, Hunter",1,31,76,236,2009,2009,1,0,0,0,0,0,0,0,0,0,0,NA,2000-2010
inglemartin/2495896,"Martin, Ingle",1,34,74,220,2006,2008,3,1,0,0,0,0,0,0,-5,0,-5,NA,2000-2010
j.t.o'sullivan/2505163,"O'Sullivan, J.T.",1,37,74,232,2002,2010,9,17,145,257,1866,38,13,9,145,0.6923076923076923,0.07770632368703108,0.5642023346303502,2000-2010
