Player_ID,Name,Retired,Debut_Age,Height (inches),Weight (lbs),First_Year,Career_Time,Career_Games,Debut_Year_Games,Three_Year_Games,TD_INT,Debut_TD_INT,Three_Year_TD_INT,Career_Run_Pass,Debut_Run_Pass,Three_Year_Run_Pass,Career_Completion_Percentage,Debut_Completion_Percentage,Three_Year_Completion_Percentage,Career_Yards_PG,Debut_Yards_PG,Three_Year_Yards_PG,Career_Sacks_PG,Debut_Sacks_PG,Three_Year_Sacks_PG,Career_TD_PG,Debut_TD_PG,Three_Year_TD_PG,Career_Ints_PG,Debut_Ints_PG,Three_Year_Ints_PG,Career_Rush_PG,Debut_Rush_PG,Three_Year_Rush_PG
andrewluck/2533031,"Luck, Andrew",0,23,76,240,2012,5,70,16,48,1.9411764705882353,1.2777777777777777,2,0.07558444281371213,0.05829903978052126,0.06984641506521572,0.5922293474160694,0.5406698564593302,0.5857694429123,272.54285714285714,273.375,269.9375,2.2285714285714286,2.5625,2.0833333333333335,1.8857142857142857,1.4375,1.7916666666666667,0.9714285714285714,1.125,0.8958333333333334,20.6,15.9375,18.854166666666668
andrewwalter/2506408,"Walter, Andrew",1,24,78,230,2005,4,15,0,13,0.1875,0,0.23076923076923078,0.02553413236060448,0,0.01749271137026239,0.5225225225225225,NA,0.5352112676056338,127.93333333333334,NA,131.92307692307693,3.4,NA,3.5384615384615383,0.2,NA,0.23076923076923078,1.0666666666666667,NA,1,3.2666666666666666,NA,2.3076923076923075
andydalton/2495143,"Dalton, Andy",0,24,74,220,2011,6,93,16,48,1.7530864197530864,1.5384615384615385,1.6326530612244898,0.04276582335464122,0.04473219540906415,0.04005281690140845,0.6274509803921569,0.5813953488372093,0.6085889570552148,238.86021505376345,212.375,236.66666666666666,1.946236559139785,1.5,2.0625,1.5268817204301075,1.25,1.6666666666666667,0.8709677419354839,0.8125,1.0208333333333333,10.21505376344086,9.5,9.479166666666666
andyhall/2505960,"Hall, Andy",1,25,73,218,2005,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anthonydilweg/2512941,"Dilweg, Anthony",1,25,75,215,1989,2,10,1,10,1.1428571428571428,0,1.1428571428571428,0.08948194662480377,0,0.08948194662480377,0.5284974093264249,1,0.5284974093264249,127.4,7,127.4,2.2,0,2.2,0.8,0,0.8,0.7,0,0.7,11.4,0,11.4
archiemanning/2520076,"Manning, Archie",1,23,75,212,1971,14,148,10,36,0.7218934911242604,0.8333333333333334,0.8157894736842105,0.0892735624362028,0.11596958174904944,0.13839629915188897,0.5527414416921792,0.5032258064516129,0.5112692763938316,158.86486486486487,105.2,144.11111111111111,2.6283783783783785,3.5,2.888888888888889,0.8243243243243243,0.5,0.8611111111111112,1.1418918918918919,0.6,1.0555555555555556,14.182432432432432,12.2,19.944444444444443
artschlichter/2525042,"Schlichter, Art",1,23,75,210,1982,4,13,3,12,0.2727272727272727,0,0.3333333333333333,0.16003976143141152,0.015228426395939087,0.1646273637374861,0.4504950495049505,0.4594594594594595,0.4463276836158192,77.38461538461539,65.66666666666667,74.91666666666667,2.1538461538461537,1,2.1666666666666665,0.23076923076923078,0,0.25,0.8461538461538461,0.6666666666666666,0.75,12.384615384615385,1,12.333333333333334
babelaufenberg/2519150,"Laufenberg, Babe",1,24,74,198,1983,8,16,0,0,0.45454545454545453,0,0,0.11920529801324503,0,0,0.44075829383886256,NA,NA,66.0625,NA,NA,1.375,NA,NA,0.3125,NA,NA,0.6875,NA,NA,7.875,NA,NA
benroethlisberger/2506109,"Roethlisberger, Ben",0,23,77,240,2004,13,185,14,41,1.88125,1.5454545454545454,1.2093023255813953,0.02574016319904302,0.05494086226631057,0.036506632233830265,0.641267700606878,0.6644067796610169,0.624031007751938,253.04864864864865,187.21428571428572,207.78048780487805,2.464864864864865,2.142857142857143,2.4146341463414633,1.627027027027027,1.2142857142857142,1.2682926829268293,0.8648648648648649,0.7857142857142857,1.048780487804878,6.513513513513513,10.285714285714286,7.585365853658536
bernardquarles/2523635,"Quarles, Bernard",1,28,74,215,1987,1,1,1,1,1,1,1,0.2,0.2,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,40,40,40,0,0,0,1,1,1,1,1,1,8,8,8
berniekosar/2501648,"Kosar, Bernie",1,22,77,214,1985,12,125,12,40,1.441860465116279,1.1428571428571428,1.8076923076923077,0.01125394970350171,-0.0076045627376425855,0.0034258712344949795,0.5937405958471261,0.5,0.5779109589041096,184.824,131.5,211.625,2.16,1.5833333333333333,2,0.992,0.6666666666666666,1.175,0.688,0.5833333333333334,0.65,2.08,-1,0.725
billcappleman/2511038,"Cappleman, Bill",1,24,75,210,1970,4,8,1,1,0,0,0,-0.024390243902439025,0,0,0.5,0.5714285714285714,0.5714285714285714,10.25,49,49,0,0,0,0,0,0,0.125,0,0,-0.25,0,0
billdemory/2512778,"Demory, Bill",1,23,74,195,1973,2,7,6,7,0.25,0.25,0.25,-0.006289308176100629,-0.006289308176100629,-0.006289308176100629,0.3076923076923077,0.3076923076923077,0.3076923076923077,22.714285714285715,26.5,22.714285714285715,1.1428571428571428,1.3333333333333333,1.1428571428571428,0.2857142857142857,0.3333333333333333,0.2857142857142857,1.1428571428571428,1.3333333333333333,1.1428571428571428,-0.14285714285714285,-0.16666666666666666,-0.14285714285714285
billkenney/2518350,"Kenney, Bill",1,25,76,211,1979,10,105,0,16,1.2209302325581395,0,0.7777777777777778,0.011055160039358684,0,0.038415841584158415,0.5473251028806584,NA,0.5364431486880467,164.54285714285714,NA,157.8125,1.8571428571428572,NA,1.5625,1,NA,0.875,0.819047619047619,NA,1.125,1.819047619047619,NA,6.0625
billnelsen/2522007,"Nelsen, Bill",1,30,72,195,1970,3,30,12,30,0.6904761904761905,1,0.6904761904761905,-0.005199306759098787,-0.0018552875695732839,-0.005199306759098787,0.5186846038863976,0.5079872204472844,0.5186846038863976,153.86666666666667,179.66666666666666,153.86666666666667,1.1,0.6666666666666666,1.1,0.9666666666666667,1.3333333333333333,0.9666666666666667,1.4,1.3333333333333333,1.4,-0.8,-0.3333333333333333,-0.8
billransdell/2523746,"Ransdell, Bill",1,26,74,212,1988,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
billyjoetolliver/2503371,"Tolliver, Billy Joe",1,24,73,217,1989,12,79,5,27,0.921875,0.625,0.9615384615384616,0.02973977695167286,0,0.006663493574488339,0.5219683655536028,0.4810810810810811,0.5096011816838996,136.20253164556962,219.4,155.62962962962962,1.5822784810126582,1.8,1.2962962962962963,0.7468354430379747,1,0.9259259259259259,0.810126582278481,1.6,0.9629629629629629,4.050632911392405,0,1.037037037037037
billykilmer/2518441,"Kilmer, Billy",1,31,72,204,1970,9,93,12,37,1.2183908045977012,0.25,0.9722222222222222,0.009306756558698519,0.027643400138217002,0.008134805345729227,0.5364138623807132,0.5669642857142857,0.5485636114911081,146.7311827956989,120.58333333333333,139.54054054054055,1.4408602150537635,1.5833333333333333,1.135135135135135,1.1397849462365592,0.3333333333333333,0.9459459459459459,0.9354838709677419,1.3333333333333333,0.972972972972973,1.3655913978494623,3.3333333333333335,1.135135135135135
billyvolek/2503939,"Volek, Billy",1,25,74,214,2000,12,39,0,1,1.8,0,0,0.007458710708577517,0,0,0.6007130124777184,NA,0,96.25641025641026,NA,0,1.2564102564102564,NA,0,0.6923076923076923,NA,0,0.38461538461538464,NA,0,0.717948717948718,NA,0
blainegabbert/2495441,"Gabbert, Blaine",0,22,76,235,2011,6,43,15,28,1.027027027027027,1.0909090909090908,0.9166666666666666,0.07468371650115631,0.044263775971093045,0.042689924259811794,0.5595432300163132,0.5084745762711864,0.5328185328185329,170.95348837209303,147.6,155.60714285714286,2.558139534883721,2.6666666666666665,2.642857142857143,0.8837209302325582,0.8,0.7857142857142857,0.8604651162790697,0.7333333333333333,0.8571428571428571,12.767441860465116,6.533333333333333,6.642857142857143
blairkiel/2501608,"Kiel, Blair",1,NA,72,200,1984,8,25,10,13,1.1428571428571428,0,2,0.08101851851851852,0,0.0847457627118644,0.5595854922279793,NA,0.44,51.84,0,18.153846153846153,0.6,0,0.38461538461538464,0.32,0,0.15384615384615385,0.28,0,0,4.2,0,1.5384615384615385
blakebortles/2543477,"Bortles, Blake",0,23,77,239,2014,3,46,14,46,1.3529411764705883,0.6470588235294118,1.3529411764705883,0.09678854194466685,0.14408528198074277,0.09678854194466685,0.5879249706916765,0.5894736842105263,0.5879249706916765,244.3695652173913,207.71428571428572,244.3695652173913,3.0434782608695654,3.9285714285714284,3.0434782608695654,1.5,0.7857142857142857,1.5,1.108695652173913,1.2142857142857142,1.108695652173913,23.652173913043477,29.928571428571427,23.652173913043477
bobbelden/2509327,"Belden, Bob",1,23,74,210,1970,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bobbyscott/2525221,"Scott, Bobby",1,24,73,201,1972,11,41,0,11,0.5357142857142857,0,0.7142857142857143,0.02660913340524991,0,0.031096563011456628,0.474,NA,0.392,67.82926829268293,NA,55.54545454545455,1.2439024390243902,NA,0.9090909090909091,0.36585365853658536,NA,0.45454545454545453,0.6829268292682927,NA,0.6363636363636364,1.8048780487804879,NA,1.7272727272727273
bobdavis/2512622,"Davis, Bob",1,25,74,205,1970,4,30,1,28,1.0909090909090908,0,1.3333333333333333,0.2530562347188264,0.16666666666666666,0.24502487562189054,0.3954802259887006,0.35294117647058826,0.40625,27.266666666666666,66,28.714285714285715,0.8333333333333334,0,0.7142857142857143,0.4,0,0.42857142857142855,0.36666666666666664,0,0.32142857142857145,6.9,11,7.035714285714286
bobgagliano/2500736,"Gagliano, Bob",1,23,75,205,1981,15,32,0,2,0.6296296296296297,0,0,0.10259399591955698,0,0,0.5123456790123457,NA,1,107.21875,NA,3.5,1.5625,NA,0,0.53125,NA,0,0.84375,NA,0,11,NA,0
bobleahy/2519217,"Leahy, Bob",1,25,74,205,1971,1,1,1,1,0,0,0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.2727272727272727,0.2727272727272727,0.2727272727272727,18,18,18,1,1,1,0,0,0,1,1,1,-6,-6,-6
boblee/2519294,"Lee, Bob",1,25,74,195,1970,11,63,6,22,0.725,1,0.8888888888888888,0.03794147325933401,0.03278688524590164,0.026500389711613406,0.502086230876217,0.5063291139240507,0.5028571428571429,78.65079365079364,101.66666666666667,58.31818181818182,1.4761904761904763,1,0.6363636363636364,0.4603174603174603,0.8333333333333334,0.36363636363636365,0.6349206349206349,0.8333333333333334,0.4090909090909091,2.984126984126984,3.3333333333333335,1.5454545454545454
bobnaponic/2521949,"Naponic, Bob",1,24,72,190,1970,1,2,2,2,0,0,0,0.1411764705882353,0.1411764705882353,0.1411764705882353,0.3,0.3,0.3,42.5,42.5,42.5,4,4,4,0,0,0,1,1,1,6,6,6
boomeresiason/2500562,"Esiason, Boomer",1,24,77,224,1984,14,187,10,41,1.3423913043478262,1,1.6875,0.042141350210970464,0.11886792452830189,0.036308623298033284,0.5704130643611912,0.5,0.5738522954091816,202.7807486631016,53,193.46341463414635,1.7005347593582887,0.5,1.5365853658536586,1.320855614973262,0.3,1.3170731707317074,0.983957219251337,0.3,0.7804878048780488,8.545454545454545,6.3,7.024390243902439
bradgoebel/2500825,"Goebel, Brad",1,24,75,214,1991,5,7,5,6,0,0,0,0.006688963210702341,0.00749063670411985,0.006688963210702341,0.5423728813559322,0.5357142857142857,0.5423728813559322,42.714285714285715,53.4,49.833333333333336,0.8571428571428571,1.2,1,0,0,0,0.8571428571428571,1.2,1,0.2857142857142857,0.4,0.3333333333333333
bradjohnson/2501411,"Johnson, Brad",1,24,77,235,1992,17,177,0,4,1.360655737704918,0,0,0.022613065326633167,0,-0.013333333333333334,0.6167360147942672,NA,0.5945945945945946,164.14689265536722,NA,37.5,1.4180790960451977,NA,0.25,0.9378531073446328,NA,0,0.6892655367231638,NA,0,3.711864406779661,NA,-0.5
bradleevanpelt/2505971,"Van Pelt, Bradlee",1,25,74,220,2005,2,3,3,3,0,0,0,6.857142857142857,6.857142857142857,6.857142857142857,0.25,0.25,0.25,2.3333333333333335,2.3333333333333335,2.3333333333333335,0,0,0,0,0,0,0,0,0,16,16,16
bradyquinn/2495714,"Quinn, Brady",1,23,75,235,2007,7,24,1,14,0.7058823529411765,0,1.1111111111111112,0.060795267827801515,0,0.06256572029442692,0.5381818181818182,0.375,0.5212464589235127,126.79166666666667,45,135.85714285714286,1.7083333333333333,0,1.4285714285714286,0.5,0,0.7142857142857143,0.7083333333333334,0,0.6428571428571429,7.708333333333333,0,8.5
brandonallen/2555365,"Allen, Brandon",0,24,74,219,2016,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
brandondoughty/2555302,"Doughty, Brandon",0,25,75,217,2016,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
brandonweeden/2532970,"Weeden, Brandon",0,29,76,230,2012,5,34,15,28,1.0333333333333334,0.8235294117647058,0.9285714285714286,0.031104921077065924,0.032791728212703104,0.028418527403579995,0.5792746113989637,0.574468085106383,0.56,190.05882352941177,225.66666666666666,193.53571428571428,1.9411764705882353,1.8666666666666667,2,0.9117647058823529,0.9333333333333333,0.9285714285714286,0.8823529411764706,1.1333333333333333,1,5.911764705882353,7.4,5.5
brendanfolmar/2514202,"Folmar, Brendan",1,24,73,200,1987,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brentpease/2522942,"Pease, Brent",1,23,74,201,1987,2,20,7,20,0.3333333333333333,0.6,0.3333333333333333,0.039141414141414144,0.04532967032967033,0.039141414141414144,0.45925925925925926,0.49557522123893805,0.45925925925925926,39.6,104,39.6,0.35,0.7142857142857143,0.35,0.15,0.42857142857142855,0.15,0.45,0.7142857142857143,0.45,1.55,4.714285714285714,1.55
brettbasanez/2495803,"Basanez, Brett",1,24,73,208,2006,4,1,1,1,0,0,0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.5454545454545454,0.5454545454545454,0.5454545454545454,56,56,56,0,0,0,0,0,0,1,1,1,2,2,2
brettfavre/2500606,"Favre, Brett",1,22,74,222,1991,20,302,2,33,1.5119047619047619,0,0.9487179487179487,0.025668866059745537,0,0.06339969372128637,0.6195299439472908,0,0.6218655967903711,237.87417218543047,0,197.87878787878788,1.7384105960264902,0.5,1.9696969696969697,1.6821192052980132,0,1.121212121212121,1.1125827814569536,1,1.1818181818181819,6.105960264900662,0,12.545454545454545
bretthundley/2552588,"Hundley, Brett",0,22,75,226,2015,2,4,0,4,0,0,0,-0.11764705882352941,0,-0.11764705882352941,0.2,NA,0.2,4.25,NA,4.25,0,NA,0,0,NA,0,0.25,NA,0.25,-0.5,NA,-0.5
brettratliff/2507276,"Ratliff, Brett",1,23,76,224,2008,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
brianhoyer/81294,"Hoyer, Brian",0,24,74,215,2009,8,49,5,13,1.6923076923076923,0,1,0.013592007434944238,0.176056338028169,0.04895104895104895,0.5954962468723937,0.7037037037037037,0.627906976744186,175.6734693877551,28.4,22,1.3265306122448979,0.4,0.15384615384615385,0.8979591836734694,0,0.07692307692307693,0.5306122448979592,0,0.07692307692307693,2.3877551020408165,5,1.0769230769230769
brianransom/2523747,"Ransom, Brian",1,23,75,205,1983,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
brockosweiler/2533436,"Osweiler, Brock",0,22,80,235,2012,5,36,5,13,1.1818181818181819,0,1,0.035608892386385996,-1.0833333333333333,-0.06918238993710692,0.5987730061349693,0.5,0.5666666666666667,141.19444444444446,2.4,12.23076923076923,1.4444444444444444,0,0.15384615384615385,0.7222222222222222,0,0.07692307692307693,0.6111111111111112,0,0,5.027777777777778,-2.6,-0.8461538461538461
browningnagle/2502257,"Nagle, Browning",1,24,75,220,1991,6,24,1,18,0.4,0,0.4117647058823529,0.027320208919244676,-0.1,0.023718763235916984,0.4874141876430206,0.5,0.49379652605459057,103.70833333333333,10,131.16666666666666,1.5,0,1.6666666666666667,0.3333333333333333,0,0.3888888888888889,0.8333333333333334,0,0.9444444444444444,2.8333333333333335,-1,3.111111111111111
brucemathison/2520334,"Mathison, Bruce",1,25,75,205,1983,5,18,1,13,0.35,0,0.26666666666666666,0.11254019292604502,0,0.13782816229116945,0.4919093851132686,0.6,0.4978540772532189,120.94444444444444,41,128.92307692307693,1.5555555555555556,0,1.6923076923076923,0.3888888888888889,0,0.3076923076923077,1.1111111111111112,1,1.1538461538461537,13.61111111111111,0,17.76923076923077
brycepetty/2552369,"Petty, Bryce",0,25,75,230,2015,2,6,0,6,0.42857142857142855,0,0.42857142857142855,0.023485784919653894,0,0.023485784919653894,0.5639097744360902,NA,0.5639097744360902,134.83333333333334,NA,134.83333333333334,2.1666666666666665,NA,2.1666666666666665,0.5,NA,0.5,1.1666666666666667,NA,1.1666666666666667,3.1666666666666665,NA,3.1666666666666665
buckyrichardson/2502648,"Richardson, Bucky",1,24,73,228,1992,3,16,7,16,1,0,1,0.17899761336515513,-1,0.17899761336515513,0.5243243243243243,NA,0.5243243243243243,78.5625,0,78.5625,1.5625,0.14285714285714285,1.5625,0.375,0,0.375,0.375,0,0.375,14.0625,-0.14285714285714285,14.0625
buddylee/2519272,"Lee, Buddy",1,24,76,215,1971,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
byronleftwich/2505673,"Leftwich, Byron",1,24,77,250,2003,10,60,15,40,1.380952380952381,0.875,1.4193548387096775,0.03940372199012533,0.03831145796381696,0.04097424838259546,0.5794392523364486,0.5717703349282297,0.58656330749354,175.53333333333333,187.93333333333334,197.075,1.5333333333333334,1.2666666666666666,1.675,0.9666666666666667,0.9333333333333333,1.1,0.7,1.0666666666666667,0.775,6.916666666666667,7.2,8.075
calebhanie/2507385,"Hanie, Caleb",1,23,74,235,2008,6,10,0,4,0.3,0,0,0.14285714285714285,0,-0.015151515151515152,0.5086206896551724,NA,0.5714285714285714,67.9,NA,16.5,2.1,NA,0.5,0.3,NA,0,1,NA,0.25,9.7,NA,-0.25
camnewton/2495455,"Newton, Cam",0,23,77,245,2011,6,93,16,48,1.7435897435897436,1.2352941176470589,1.5238095238095237,0.16378835201175823,0.17427795606023205,0.17983892379856625,0.5840163934426229,0.5996131528046421,0.5979661016949153,234.10752688172042,253.1875,235.39583333333334,2.3763440860215055,2.1875,2.375,1.4623655913978495,1.3125,1.3333333333333333,0.8387096774193549,1.0625,0.875,38.344086021505376,44.125,42.333333333333336
cardalejones/2555426,"Jones, Cardale",0,24,77,250,2016,1,1,1,1,0,0,0,-0.010416666666666666,-0.010416666666666666,-0.010416666666666666,0.5454545454545454,0.5454545454545454,0.5454545454545454,96,96,96,1,1,1,0,0,0,1,1,1,-1,-1,-1
carsonpalmer/2505245,"Palmer, Carson",0,24,77,235,2003,14,175,0,29,1.5833333333333333,0,1.6666666666666667,0.01043619688721227,0,0.01306995395811674,0.6253311258278146,NA,0.6461211477151966,252.96571428571428,NA,232.17241379310346,1.8171428571428572,NA,1.5172413793103448,1.6285714285714286,NA,1.7241379310344827,1.0285714285714285,NA,1.0344827586206897,2.64,NA,3.0344827586206895
carsonwentz/2555259,"Wentz, Carson",0,24,77,237,2016,1,16,16,16,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.03966155473294553,0.03966155473294553,0.03966155473294553,0.6243822075782537,0.6243822075782537,0.6243822075782537,236.375,236.375,236.375,2.0625,2.0625,2.0625,1,1,1,0.875,0.875,0.875,9.375,9.375,9.375
casekeenum/2532888,"Keenum, Case",0,26,73,205,2013,4,26,8,16,1.2,1.5,1.6666666666666667,0.031202143950995406,0.04090909090909091,0.037049288785974195,0.5842985842985843,0.541501976284585,0.567032967032967,200.92307692307693,220,188.9375,1.8846153846153846,2.375,1.625,0.9230769230769231,1.125,0.9375,0.7692307692307693,0.75,0.5625,6.269230769230769,9,7
caseyweldon/2503589,"Weldon, Casey",1,25,73,206,1993,7,26,3,21,0.25,0,0.3333333333333333,0,0,0.007849293563579277,0.5,0.5454545454545454,0.4954954954954955,27.423076923076923,18.333333333333332,30.333333333333332,0.46153846153846156,0.3333333333333333,0.47619047619047616,0.038461538461538464,0,0.047619047619047616,0.15384615384615385,0.3333333333333333,0.14285714285714285,0,0,0.23809523809523808
chadhenne/252,"Henne, Chad",0,23,75,219,2008,9,65,3,32,0.9206349206349206,0,0.8181818181818182,0.027840074240197975,0,0.013448607108549471,0.5931422722620266,0.5833333333333334,0.6107030430220357,198.93846153846152,22.333333333333332,195.1875,2.292307692307692,0,1.75,0.8923076923076924,0,0.84375,0.9692307692307692,0,1.03125,5.538461538461538,0,2.625
chadmay/2501919,"May, Chad",1,24,73,219,1995,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chadpennington/2504181,"Pennington, Chad",1,24,75,225,2000,11,89,1,18,1.59375,1,4,0.026089883857936376,0,0.018298261665141813,0.660461351679482,0.4,0.6768867924528302,200.25842696629215,67,182.16666666666666,1.8202247191011236,1,1.3333333333333333,1.146067415730337,1,1.3333333333333333,0.7191011235955056,0,0.3333333333333333,5.224719101123595,0,3.3333333333333335
chandlerharnish/2532856,"Harnish, Chandler",1,24,74,222,2012,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
charleyjohnson/2517588,"Johnson, Charley",1,32,73,200,1970,6,74,10,35,0.8656716417910447,0.5833333333333334,0.696969696969697,0.0021233795261510952,0.0018159806295399517,7.6103500761035e-4,0.5258215962441315,0.5124555160142349,0.524671052631579,120.91891891891892,165.2,112.62857142857143,1.3783783783783783,1.5,0.9714285714285714,0.7837837837837838,0.7,0.6571428571428571,0.9054054054054054,1.2,0.9428571428571428,0.25675675675675674,0.3,0.08571428571428572
charliebatch/2499567,"Batch, Charlie",1,24,74,216,1998,15,80,12,38,1.1730769230769231,1.8333333333333333,1.3214285714285714,0.057465042850699144,0.10514233241505969,0.0777475845410628,0.5660847880299252,0.570957095709571,0.5532994923857868,138.5625,181.5,174.31578947368422,2.0125,3.0833333333333335,3,0.7625,0.9166666666666666,0.9736842105263158,0.65,0.5,0.7368421052631579,7.9625,19.083333333333332,13.552631578947368
chasedaniel/81284,"Daniel, Chase",0,23,72,225,2009,8,56,0,29,1,0,0,0.19791666666666666,0,0.28888888888888886,0.6538461538461539,NA,0.75,8.571428571428571,NA,1.5517241379310345,0.125,NA,0.034482758620689655,0.017857142857142856,NA,0,0.017857142857142856,NA,0,1.6964285714285714,NA,0.4482758620689655
chrischandler/2500048,"Chandler, Chris",1,23,76,224,1988,17,180,15,25,1.1643835616438356,0.6666666666666666,0.5238095238095238,0.04599073163881477,0.08585546633724521,0.10190839694656488,0.5812734082397004,0.5536480686695279,0.5303030303030303,158.24444444444444,107.93333333333334,104.8,2.111111111111111,1.2,1.44,0.9444444444444444,0.5333333333333333,0.44,0.8111111111111111,0.8,0.84,7.277777777777778,9.266666666666667,10.68
