Player Id,Name,Retired,Height (inches),Weight (lbs),First_Year,Experience,Total_Games,TD_INT,RUN_PASS,Completion_Percentage,Era,Yards_per_game,Sacks_per_game,TD_per_game,Ints_per_game,Rush_per_game
andydalton/2495143,"Dalton, Andy",0,74,220,2011,6,93,1.7530864197530864,0.04276582335464122,0.6274509803921569,2010+,238.86021505376345,1.946236559139785,1.5268817204301075,0.8709677419354839,10.21505376344086
archiemanning/2520076,"Manning, Archie",1,75,212,1971,14,148,0.7218934911242604,0.0892735624362028,0.5527414416921792,1970-1980,158.86486486486487,2.6283783783783785,0.8243243243243243,1.1418918918918919,14.182432432432432
artschlichter/2525042,"Schlichter, Art",1,75,210,1982,4,13,0.2727272727272727,0.16003976143141152,0.4504950495049505,1980-1990,77.38461538461539,2.1538461538461537,0.23076923076923078,0.8461538461538461,12.384615384615385
babelaufenberg/2519150,"Laufenberg, Babe",1,74,198,1983,8,16,0.45454545454545453,0.11920529801324503,0.44075829383886256,1980-1990,66.0625,1.375,0.3125,0.6875,7.875
benroethlisberger/2506109,"Roethlisberger, Ben",0,77,240,2004,13,185,1.88125,0.02574016319904302,0.641267700606878,2000-2010,253.04864864864865,2.464864864864865,1.627027027027027,0.8648648648648649,6.513513513513513
berniekosar/2501648,"Kosar, Bernie",1,77,214,1985,12,125,1.441860465116279,0.01125394970350171,0.5937405958471261,1980-1990,184.824,2.16,0.992,0.688,2.08
billcappleman/2511038,"Cappleman, Bill",1,75,210,1970,4,8,0,-0.024390243902439025,0.5,1970-1980,10.25,0,0,0.125,-0.25
billkenney/2518350,"Kenney, Bill",1,76,211,1979,10,105,1.2209302325581395,0.011055160039358684,0.5473251028806584,1970-1980,164.54285714285714,1.8571428571428572,1,0.819047619047619,1.819047619047619
billnelsen/2522007,"Nelsen, Bill",1,72,195,1970,3,30,0.6904761904761905,-0.005199306759098787,0.5186846038863976,1970-1980,153.86666666666667,1.1,0.9666666666666667,1.4,-0.8
billyjoetolliver/2503371,"Tolliver, Billy Joe",1,73,217,1989,12,79,0.921875,0.02973977695167286,0.5219683655536028,1980-1990,136.20253164556962,1.5822784810126582,0.7468354430379747,0.810126582278481,4.050632911392405
billykilmer/2518441,"Kilmer, Billy",1,72,204,1970,9,93,1.2183908045977012,0.009306756558698519,0.5364138623807132,1970-1980,146.7311827956989,1.4408602150537635,1.1397849462365592,0.9354838709677419,1.3655913978494623
billyvolek/2503939,"Volek, Billy",1,74,214,2000,12,39,1.8,0.007458710708577517,0.6007130124777184,2000-2010,96.25641025641026,1.2564102564102564,0.6923076923076923,0.38461538461538464,0.717948717948718
blainegabbert/2495441,"Gabbert, Blaine",0,76,235,2011,6,43,1.027027027027027,0.07468371650115631,0.5595432300163132,2010+,170.95348837209303,2.558139534883721,0.8837209302325582,0.8604651162790697,12.767441860465116
blairkiel/2501608,"Kiel, Blair",1,72,200,1984,8,25,1.1428571428571428,0.08101851851851852,0.5595854922279793,1980-1990,51.84,0.6,0.32,0.28,4.2
blakebortles/2543477,"Bortles, Blake",0,77,239,2014,3,46,1.3529411764705883,0.09678854194466685,0.5879249706916765,2010+,244.3695652173913,3.0434782608695654,1.5,1.108695652173913,23.652173913043477
bobbyscott/2525221,"Scott, Bobby",1,73,201,1972,11,41,0.5357142857142857,0.02660913340524991,0.474,1970-1980,67.82926829268293,1.2439024390243902,0.36585365853658536,0.6829268292682927,1.8048780487804879
bobdavis/2512622,"Davis, Bob",1,74,205,1970,4,30,1.0909090909090908,0.2530562347188264,0.3954802259887006,1970-1980,27.266666666666666,0.8333333333333334,0.4,0.36666666666666664,6.9
bobgagliano/2500736,"Gagliano, Bob",1,75,205,1981,15,32,0.6296296296296297,0.10259399591955698,0.5123456790123457,1980-1990,107.21875,1.5625,0.53125,0.84375,11
boblee/2519294,"Lee, Bob",1,74,195,1970,11,63,0.725,0.03794147325933401,0.502086230876217,1970-1980,78.65079365079364,1.4761904761904763,0.4603174603174603,0.6349206349206349,2.984126984126984
boomeresiason/2500562,"Esiason, Boomer",1,77,224,1984,14,187,1.3423913043478262,0.042141350210970464,0.5704130643611912,1980-1990,202.7807486631016,1.7005347593582887,1.320855614973262,0.983957219251337,8.545454545454545
bradgoebel/2500825,"Goebel, Brad",1,75,214,1991,5,7,0,0.006688963210702341,0.5423728813559322,1990-1999,42.714285714285715,0.8571428571428571,0,0.8571428571428571,0.2857142857142857
bradjohnson/2501411,"Johnson, Brad",1,77,235,1992,17,177,1.360655737704918,0.022613065326633167,0.6167360147942672,1990-1999,164.14689265536722,1.4180790960451977,0.9378531073446328,0.6892655367231638,3.711864406779661
bradyquinn/2495714,"Quinn, Brady",1,75,235,2007,7,24,0.7058823529411765,0.060795267827801515,0.5381818181818182,2000-2010,126.79166666666667,1.7083333333333333,0.5,0.7083333333333334,7.708333333333333
brandonweeden/2532970,"Weeden, Brandon",0,76,230,2012,5,34,1.0333333333333334,0.031104921077065924,0.5792746113989637,2010+,190.05882352941177,1.9411764705882353,0.9117647058823529,0.8823529411764706,5.911764705882353
brettbasanez/2495803,"Basanez, Brett",1,73,208,2006,4,1,0,0.03571428571428571,0.5454545454545454,2000-2010,56,0,0,1,2
brettfavre/2500606,"Favre, Brett",1,74,222,1991,20,302,1.5119047619047619,0.025668866059745537,0.6195299439472908,1990-1999,237.87417218543047,1.7384105960264902,1.6821192052980132,1.1125827814569536,6.105960264900662
brettratliff/2507276,"Ratliff, Brett",1,76,224,2008,3,0,0,0,NA,2000-2010,NA,NA,NA,NA,NA
brianhoyer/81294,"Hoyer, Brian",0,74,215,2009,8,49,1.6923076923076923,0.013592007434944238,0.5954962468723937,2000-2010,175.6734693877551,1.3265306122448979,0.8979591836734694,0.5306122448979592,2.3877551020408165
brianransom/2523747,"Ransom, Brian",1,75,205,1983,3,0,0,0,NA,1980-1990,NA,NA,NA,NA,NA
brockosweiler/2533436,"Osweiler, Brock",0,80,235,2012,5,36,1.1818181818181819,0.035608892386385996,0.5987730061349693,2010+,141.19444444444446,1.4444444444444444,0.7222222222222222,0.6111111111111112,5.027777777777778
browningnagle/2502257,"Nagle, Browning",1,75,220,1991,6,24,0.4,0.027320208919244676,0.4874141876430206,1990-1999,103.70833333333333,1.5,0.3333333333333333,0.8333333333333334,2.8333333333333335
brucemathison/2520334,"Mathison, Bruce",1,75,205,1983,5,18,0.35,0.11254019292604502,0.4919093851132686,1980-1990,120.94444444444444,1.5555555555555556,0.3888888888888889,1.1111111111111112,13.61111111111111
buckyrichardson/2502648,"Richardson, Bucky",1,73,228,1992,3,16,1,0.17899761336515513,0.5243243243243243,1990-1999,78.5625,1.5625,0.375,0.375,14.0625
byronleftwich/2505673,"Leftwich, Byron",1,77,250,2003,10,60,1.380952380952381,0.03940372199012533,0.5794392523364486,2000-2010,175.53333333333333,1.5333333333333334,0.9666666666666667,0.7,6.916666666666667
calebhanie/2507385,"Hanie, Caleb",1,74,235,2008,6,10,0.3,0.14285714285714285,0.5086206896551724,2000-2010,67.9,2.1,0.3,1,9.7
camnewton/2495455,"Newton, Cam",0,77,245,2011,6,93,1.7435897435897436,0.16378835201175823,0.5840163934426229,2010+,234.10752688172042,2.3763440860215055,1.4623655913978495,0.8387096774193549,38.344086021505376
carsonpalmer/2505245,"Palmer, Carson",0,77,235,2003,14,175,1.5833333333333333,0.01043619688721227,0.6253311258278146,2000-2010,252.96571428571428,1.8171428571428572,1.6285714285714286,1.0285714285714285,2.64
casekeenum/2532888,"Keenum, Case",0,73,205,2013,4,26,1.2,0.031202143950995406,0.5842985842985843,2010+,200.92307692307693,1.8846153846153846,0.9230769230769231,0.7692307692307693,6.269230769230769
caseyweldon/2503589,"Weldon, Casey",1,73,206,1993,7,26,0.25,0,0.5,1990-1999,27.423076923076923,0.46153846153846156,0.038461538461538464,0.15384615384615385,0
chadhenne/252,"Henne, Chad",0,75,219,2008,9,65,0.9206349206349206,0.027840074240197975,0.5931422722620266,2000-2010,198.93846153846152,2.292307692307692,0.8923076923076924,0.9692307692307692,5.538461538461538
chadpennington/2504181,"Pennington, Chad",1,75,225,2000,11,89,1.59375,0.026089883857936376,0.660461351679482,2000-2010,200.25842696629215,1.8202247191011236,1.146067415730337,0.7191011235955056,5.224719101123595
chandlerharnish/2532856,"Harnish, Chandler",1,74,222,2012,3,0,0,0,NA,2010+,NA,NA,NA,NA,NA
charleyjohnson/2517588,"Johnson, Charley",1,73,200,1970,6,74,0.8656716417910447,0.0021233795261510952,0.5258215962441315,1970-1980,120.91891891891892,1.3783783783783783,0.7837837837837838,0.9054054054054054,0.25675675675675674
charliebatch/2499567,"Batch, Charlie",1,74,216,1998,15,80,1.1730769230769231,0.057465042850699144,0.5660847880299252,1990-1999,138.5625,2.0125,0.7625,0.65,7.9625
chasedaniel/81284,"Daniel, Chase",0,72,225,2009,8,56,1,0.19791666666666666,0.6538461538461539,2000-2010,8.571428571428571,0.125,0.017857142857142856,0.017857142857142856,1.6964285714285714
chrischandler/2500048,"Chandler, Chris",1,76,224,1988,17,180,1.1643835616438356,0.04599073163881477,0.5812734082397004,1980-1990,158.24444444444444,2.111111111111111,0.9444444444444444,0.8111111111111111,7.277777777777778
chrisredman/2504314,"Redman, Chris",1,75,225,2000,12,30,1.5,0.007864108210128971,0.572,2000-2010,105.96666666666667,1.1333333333333333,0.7,0.4666666666666667,0.8333333333333334
christianponder/2495215,"Ponder, Christian",0,74,230,2011,6,38,1.0555555555555556,0.09597476719735656,0.597918637653737,2010+,175.21052631578948,2.5,1,0.9473684210526315,16.81578947368421
chrisweinke/2504686,"Weinke, Chris",1,76,232,2001,7,29,0.5769230769230769,0.03790983606557377,0.5444287729196051,2000-2010,134.6206896551724,1.6206896551724137,0.5172413793103449,0.896551724137931,5.103448275862069
cleolemon/2504793,"Lemon, Cleo",1,74,215,2004,5,15,1.1428571428571428,0.04851258581235698,0.5567282321899736,2000-2010,145.66666666666666,2,0.5333333333333333,0.4666666666666667,7.066666666666666
cliffolander/2522428,"Olander, Cliff",1,77,191,1977,5,15,0,0.216,0.5,1970-1980,8.333333333333334,0.2,0,0.2,1.8
codycarlson/2499989,"Carlson, Cody",1,75,202,1987,8,45,0.75,0.048556724099351085,0.5614567526555387,1980-1990,99.31111111111112,1.2,0.4666666666666667,0.6222222222222222,4.822222222222222
colinkaepernick/2495186,"Kaepernick, Colin",0,76,230,2011,6,69,2.4,0.18743378697742646,0.5975177304964538,2010+,177.84057971014494,2.4782608695652173,1.0434782608695652,0.43478260869565216,33.333333333333336
coltmccoy/497123,"McCoy, Colt",0,73,215,2010,7,35,1.1304347826086956,0.07518796992481203,0.6033254156769596,2010+,159.6,2.2,0.7428571428571429,0.6571428571428571,12
corysauter/2502842,"Sauter, Cory",1,76,216,1999,5,1,0,0.13559322033898305,0.6666666666666666,2000-2010,59,0,0,0,8
craigerickson/2500559,"Erickson, Craig",1,74,213,1992,8,52,1.0789473684210527,0.026360655737704918,0.5412087912087912,1990-1999,146.6346153846154,1.5769230769230769,0.7884615384615384,0.7307692307692307,3.8653846153846154
craignall/2505146,"Nall, Craig",1,75,245,2002,7,7,5,0.02736318407960199,0.625,2000-2010,57.42857142857143,0.42857142857142855,0.7142857142857143,0,1.5714285714285714
craigpenrose/2522986,"Penrose, Craig",1,75,211,1976,5,18,0.4166666666666667,0.029535864978902954,0.4700854700854701,1970-1980,39.5,0.2777777777777778,0.2777777777777778,0.6666666666666666,1.1666666666666667
craigwhelihan/2503609,"Whelihan, Craig",1,77,220,1995,4,19,0.4827586206896552,0.02120253164556962,0.4793536804308797,1990-1999,166.31578947368422,1.894736842105263,0.7368421052631579,1.5263157894736843,3.526315789473684
curtispainter/81300,"Painter, Curtis",1,76,230,2009,5,14,0.46153846153846156,0.06484235574063058,0.5156794425087108,2000-2010,120.07142857142857,1.4285714285714286,0.42857142857142855,0.9285714285714286,7.785714285714286
danfouts/2514293,"Fouts, Dan",1,75,204,1973,15,180,1.049792531120332,0.010721361146719496,0.5885826771653543,1970-1980,238.36111111111111,1.7722222222222221,1.4055555555555554,1.3388888888888888,2.5555555555555554
danmanucci/2520096,"Manucci, Dan",1,74,196,1979,9,19,0,0.26515151515151514,0.4444444444444444,1970-1980,6.947368421052632,0.42105263157894735,0,0.10526315789473684,1.8421052631578947
danmarino/2501869,"Marino, Dan",1,76,228,1983,17,242,1.6666666666666667,0.0014178386923290038,0.5942809284517827,1980-1990,253.55785123966942,1.115702479338843,1.7355371900826446,1.0413223140495869,0.359504132231405
dannykanell/2501560,"Kanell, Danny",1,75,218,1996,9,42,0.9090909090909091,0.008264462809917356,0.5125136017410229,1990-1999,118.11904761904762,1.3571428571428572,0.7142857142857143,0.7857142857142857,0.9761904761904762
danorlovsky/2506481,"Orlovsky, Dan",0,77,215,2005,12,26,1.1538461538461537,0.010855683269476373,0.58203125,2000-2010,120.46153846153847,1.1153846153846154,0.5769230769230769,0.5,1.3076923076923077
danpastorini/2522826,"Pastorini, Dan",1,74,208,1971,13,139,0.639751552795031,0.036997029435592764,0.509328968903437,1970-1980,133.20143884892087,1.7697841726618706,0.7410071942446043,1.158273381294964,4.928057553956834
darylelamonica/2519016,"Lamonica, Daryle",1,75,215,1970,5,48,1.0392156862745099,0.009850599244787392,0.4964871194379391,1970-1980,126.89583333333333,1.1041666666666667,1.1041666666666667,1.0625,1.25
davelewis/2519428,"Lewis, Dave",1,74,216,1970,4,56,0,0.38596491228070173,0.42857142857142855,1970-1980,1.0178571428571428,0.07142857142857142,0,0,0.39285714285714285
davemays/2520441,"Mays, Dave",1,73,204,1976,3,12,0.6363636363636364,0.017075773745997867,0.5128205128205128,1970-1980,78.08333333333333,0.75,0.5833333333333334,0.9166666666666666,1.3333333333333333
daveragone/2505594,"Ragone, Dave",1,75,221,2003,3,2,0,0.37777777777777777,0.5,2000-2010,67.5,4,0,0.5,25.5
davidarcher/2499447,"Archer, David",1,74,200,1984,9,54,0.6296296296296297,0.1612593126652247,0.5111821086261981,1980-1990,77.05555555555556,1.5555555555555556,0.3148148148148148,0.5,12.425925925925926
davidcarr/2504804,"Carr, David",1,75,212,2002,11,94,0.9154929577464789,0.09189039579296983,0.5968239964711072,2000-2010,153.74468085106383,2.8404255319148937,0.6914893617021277,0.7553191489361702,14.127659574468085
davidfales/2543751,"Fales, David",0,73,212,2014,3,1,0,0,0.4,2010+,22,1,0,0,0
davidgarrard/2505101,"Garrard, David",1,73,236,2002,12,86,1.6481481481481481,0.10910454289820659,0.6163963174046471,2000-2010,186.08139534883722,2.0813953488372094,1.0348837209302326,0.627906976744186,20.302325581395348
davidklingler/2501636,"Klingler, David",1,75,215,1992,6,33,0.7272727272727273,0.11417125688532799,0.541782729805014,1990-1999,121.03030303030303,2.6363636363636362,0.48484848484848486,0.6666666666666666,13.818181818181818
deancarlson/2511074,"Carlson, Dean",1,75,210,1972,3,1,0,0.14655172413793102,0.4666666666666667,1970-1980,116,2,0,1,17
deanmay/2520411,"May, Dean",1,77,220,1984,4,5,0,-0.12121212121212122,0.16666666666666666,1980-1990,6.6,0.2,0,0.2,-0.8
dennisshaw/2525401,"Shaw, Dennis",1,75,217,1970,9,48,0.45454545454545453,0.06235450615231127,0.5286697247706422,1970-1980,125.29166666666667,2.5416666666666665,0.625,1.375,7.8125
derekanderson/2506546,"Anderson, Derek",0,78,235,2005,12,73,1,0.022027702962677954,0.5419799498746867,2000-2010,142.41095890410958,1.0410958904109588,0.821917808219178,0.821917808219178,3.136986301369863
derekcarr/2543499,"Carr, Derek",0,75,215,2014,3,47,2.6129032258064515,0.026800071466857246,0.609122401847575,2010+,238.17021276595744,1.5106382978723405,1.7234042553191489,0.6595744680851063,6.382978723404255
donmajkowski/2501847,"Majkowski, Don",1,74,208,1987,10,89,0.9701492537313433,0.08728833770569998,0.5552016985138004,1980-1990,141.3370786516854,1.9887640449438202,0.7303370786516854,0.7528089887640449,12.337078651685394
dougflutie/2500660,"Flutie, Doug",1,70,180,1986,20,92,1.2647058823529411,0.1110431532449881,0.5471873547187355,1980-1990,159.94565217391303,1.1630434782608696,0.9347826086956522,0.7391304347826086,17.76086956521739
dougjohnson/2503961,"Johnson, Doug",1,74,218,2000,7,25,0.7222222222222222,0.022307692307692306,0.5677083333333334,2000-2010,104,1.52,0.52,0.72,2.32
dougnussmeier/2502319,"Nussmeier, Doug",1,75,211,1994,5,5,0.25,0.07912087912087912,0.5609756097560976,1990-1999,91,1.8,0.2,0.8,7.2
dougpederson/2502434,"Pederson, Doug",1,75,222,1993,12,100,0.631578947368421,0.036205648081100654,0.5478927203065134,1990-1999,27.62,0.4,0.12,0.19,1
drewbrees/2504775,"Brees, Drew",0,72,209,2001,16,233,2.1136363636363638,0.010951278909712453,0.6663621831468372,2000-2010,283.7381974248927,1.536480686695279,1.9957081545064377,0.944206008583691,3.107296137339056
drewstanton/2495748,"Stanton, Drew",0,75,243,2008,9,33,0.7368421052631579,0.06729857819905213,0.532,2000-2010,95.9090909090909,0.9393939393939394,0.42424242424242425,0.5757575757575758,6.454545454545454
eddhargett/2515836,"Hargett, Edd",1,71,185,1970,4,39,1.1111111111111112,0.01509985387238188,0.4540059347181009,1970-1980,52.64102564102564,0.4358974358974359,0.2564102564102564,0.23076923076923078,0.7948717948717948
ejmanuel/2539228,"Manuel, EJ",0,76,237,2013,4,28,1.2666666666666666,0.09251856082238721,0.583180987202925,2010+,125.07142857142857,1.5357142857142858,0.6785714285714286,0.5357142857142857,11.571428571428571
elimanning/2505996,"Manning, Eli",0,76,218,2004,13,201,1.4883720930232558,0.010660803915875056,0.5966300366300367,2000-2010,239.87064676616916,1.6318407960199004,1.592039800995025,1.0696517412935322,2.557213930348259
ericzeier/2503851,"Zeier, Eric",1,73,214,1995,6,28,1.0666666666666667,0.036079545454545454,0.5605214152700186,1990-1999,125.71428571428571,2.107142857142857,0.5714285714285714,0.5357142857142857,4.535714285714286
frankpatrick/2522839,"Patrick, Frank",1,79,225,1970,3,4,0,0.04672897196261682,0.34782608695652173,1970-1980,26.75,1.75,0,0.5,1.25
frankreich/2502624,"Reich, Frank",1,76,210,1985,14,118,1.1111111111111112,0.012839506172839505,0.5450643776824035,1980-1990,51.483050847457626,0.576271186440678,0.3389830508474576,0.3050847457627119,0.6610169491525424
frantarkenton/2527019,"Tarkenton, Fran",1,72,190,1970,9,118,1.2222222222222223,0.04206247325631151,0.5970282317979198,1970-1980,198.05084745762713,1.9745762711864407,1.305084745762712,1.0677966101694916,8.330508474576272
galegilbert/2500803,"Gilbert, Gale",1,75,209,1985,11,58,0.75,0.012953367875647668,0.5637065637065637,1980-1990,26.620689655172413,0.3275862068965517,0.15517241379310345,0.20689655172413793,0.3448275862068966
garydanielson/2512449,"Danielson, Gary",1,74,195,1976,13,100,1.0526315789473684,0.06338498035436281,0.5712777191129884,1970-1980,134.89,1.75,0.8,0.76,8.55
garykeithley/2518235,"Keithley, Gary",1,75,210,1973,3,13,0.2,0.07859078590785908,0.4383561643835616,1970-1980,28.384615384615383,0.38461538461538464,0.07692307692307693,0.38461538461538464,2.230769230769231
garymarangi/2520112,"Marangi, Gary",1,73,201,1974,3,19,0.5714285714285714,0.23889293517844137,0.3674911660777385,1970-1980,72.26315789473684,1.3157894736842106,0.631578947368421,1.105263157894737,17.263157894736842
genosmith/2539335,"Smith, Geno",0,75,221,2013,4,33,0.7777777777777778,0.10852063066085206,0.5785219399538106,2010+,180.66666666666666,2.3333333333333335,0.8484848484848485,1.0909090909090908,19.606060606060606
gibranhamdan/2505614,"Hamdan, Gibran",1,76,220,2003,7,1,0,0,0.5,2000-2010,7,1,0,0,0
giffordnielsen/2522154,"Nielsen, Gifford",1,76,205,1978,6,55,0.9090909090909091,0.027342549923195084,0.5481927710843374,1970-1980,59.18181818181818,0.8545454545454545,0.36363636363636365,0.4,1.6181818181818182
glenncarano/2511047,"Carano, Glenn",1,75,201,1977,7,36,3,0.049342105263157895,0.3684210526315789,1970-1980,8.444444444444445,0.05555555555555555,0.08333333333333333,0.027777777777777776,0.4166666666666667
glennfoley/2500666,"Foley, Glenn",1,74,220,1994,6,21,0.75,0.012960712839206157,0.5418848167539267,1990-1999,117.57142857142857,1.2857142857142858,0.5714285714285714,0.7619047619047619,1.5238095238095237
grahamharrell/71321,"Harrell, Graham",1,74,215,2010,3,4,0,-0.15,0.5,2010+,5,0,0,0,-0.75
greglandry/2519027,"Landry, Greg",1,76,210,1970,15,129,1.0731707317073171,0.15393622150285832,0.5647693817468106,1970-1980,112.55038759689923,2.147286821705426,0.6821705426356589,0.6356589147286822,17.325581395348838
inglemartin/2495896,"Martin, Ingle",1,74,220,2006,3,1,0,-5,NA,2000-2010,0,0,0,0,-5
j.t.o'sullivan/2505163,"O'Sullivan, J.T.",1,74,232,2002,9,17,0.6923076923076923,0.07770632368703108,0.5642023346303502,2000-2010,109.76470588235294,2.235294117647059,0.5294117647058824,0.7647058823529411,8.529411764705882
jackthompson/2527335,"Thompson, Jack",1,75,217,1979,6,51,0.7333333333333333,0.04929444967074318,0.5313609467455621,1970-1980,104.2156862745098,1.6666666666666667,0.6470588235294118,0.8823529411764706,5.137254901960785
jakedelhomme/2500361,"Delhomme, Jake",1,74,215,1998,14,103,1.2475247524752475,0.01563766388557807,0.5937926330150068,1990-1999,203.64077669902912,1.6310679611650485,1.2233009708737863,0.9805825242718447,3.1844660194174756
jamesharris/2515950,"Harris, James",1,76,210,1970,12,79,0.7586206896551724,0.043478260869565216,0.531895777178796,1970-1980,99.56962025316456,1.1645569620253164,0.5569620253164557,0.7341772151898734,4.329113924050633
jamiemartin/2501888,"Martin, Jamie",1,74,205,1993,16,53,0.9523809523809523,0.004195070791819612,0.6561922365988909,1990-1999,71.9622641509434,0.6792452830188679,0.37735849056603776,0.39622641509433965,0.3018867924528302
jariousjackson/2504292,"Jackson, Jarious",1,72,228,2000,4,5,0,0.13157894736842105,0.5,2000-2010,22.8,0.4,0,0.2,3
jasoncampbell/2506364,"Campbell, Jason",1,77,235,2005,10,90,1.45,0.07179059090095999,0.6032565528196981,2000-2010,186.34444444444443,1.8888888888888888,0.9666666666666667,0.6666666666666666,13.377777777777778
jasongarrett/2500770,"Garrett, Jason",1,74,200,1993,12,40,2.2,0.0053868756121449556,0.5612244897959183,1990-1999,51.05,0.5,0.275,0.125,0.275
jaycutler/2495824,"Cutler, Jay",0,75,231,2006,11,139,1.4246575342465753,0.05082083346166877,0.6194611445112447,2000-2010,233.57553956834533,2.172661870503597,1.4964028776978417,1.0503597122302157,11.870503597122303
jayfiedler/2500619,"Fiedler, Jay",1,74,225,1994,12,76,1.0454545454545454,0.07210401891252956,0.5870704717530577,1990-1999,155.8421052631579,1.5,0.9078947368421053,0.868421052631579,11.236842105263158
jayschroeder/2502859,"Schroeder, Jay",1,76,215,1984,11,118,1.0555555555555556,0.03793051886557344,0.5078347578347578,1980-1990,170.02542372881356,1.7627118644067796,0.9661016949152542,0.9152542372881356,6.4491525423728815
jaywalker/2528101,"Walker, Jay",1,75,229,1994,4,1,0,0,1,1990-1999,31,0,0,0,0
jeffcarlson/2499990,"Carlson, Jeff",1,75,215,1990,3,7,0.2222222222222222,0.08962264150943396,0.4298245614035088,1990-1999,90.85714285714286,2,0.2857142857142857,1.2857142857142858,8.142857142857142
jeffchristensen/2511457,"Christensen, Jeff",1,75,202,1983,5,4,0.3333333333333333,0.13131313131313133,0.41379310344827586,1980-1990,74.25,1.25,0.25,0.75,9.75
jefffrancis/2500696,"Francis, Jeff",1,76,215,1990,3,1,0,0,1,1990-1999,26,0,0,0,0
jeffgarcia/2500758,"Garcia, Jeff",1,73,205,1999,13,125,1.9397590361445782,0.08379997650467949,0.6158868335146899,2000-2010,204.296,1.448,1.288,0.664,17.12
jeffgeorge/2500788,"George, Jeff",1,76,214,1990,15,131,1.3628318584070795,0.011122382436055359,0.579279052180489,1990-1999,210.70229007633588,2.732824427480916,1.1755725190839694,0.8625954198473282,2.3435114503816794
jeffkemp/2501589,"Kemp, Jeff",1,72,201,1981,11,95,1.0263157894736843,0.07199211045364892,0.5253664036076663,1980-1990,64.0421052631579,0.7052631578947368,0.4105263157894737,0.4,4.610526315789474
jeffkomlo/2518712,"Komlo, Jeff",1,74,200,1979,5,25,0.42857142857142855,0.04648482520169036,0.4988558352402746,1970-1980,104.12,1.92,0.48,1.12,4.84
jefflewis/2501745,"Lewis, Jeff",1,74,211,1996,5,12,0,0.37142857142857144,0.5185185185185185,1990-1999,17.5,0.8333333333333334,0,0.16666666666666666,6.5
jerrygolsteyn/2515026,"Golsteyn, Jerry",1,76,207,1977,8,21,0.15384615384615385,-0.003714020427112349,0.423963133640553,1970-1980,51.285714285714285,1.4761904761904763,0.09523809523809523,0.6190476190476191,-0.19047619047619047
jerrytagge/2526982,"Tagge, Jerry",1,74,220,1972,3,18,0.17647058823529413,0.0739102969046115,0.48398576512455516,1970-1980,87.94444444444444,0.9444444444444444,0.16666666666666666,0.9444444444444444,6.5
jessepalmer/2504732,"Palmer, Jesse",1,74,219,2001,5,8,0.75,0.03558718861209965,0.525,2000-2010,70.25,2,0.375,0.5,2.5
jimballard/2499514,"Ballard, Jim",1,75,223,1994,4,0,0,0,NA,1990-1999,NA,NA,NA,NA,NA
jimdelgaizo/2512747,"Del Gaizo, Jim",1,73,198,1972,4,14,0.375,0.028225806451612902,0.42168674698795183,1970-1980,35.42857142857143,0.5,0.21428571428571427,0.5714285714285714,1
jimeverett/2500577,"Everett, Jim",1,77,212,1986,12,158,1.16,0.017108246978786924,0.5770871419865935,1980-1990,220.4873417721519,1.6265822784810127,1.2848101265822784,1.1075949367088607,3.7721518987341773
